    -12.05920    150.34610      0.01342
    -17.26040    155.97890      0.01101
    -20.41960    159.83920      0.00934
    -20.64950    165.95980      0.00773
    -22.87300    164.95350      0.02461
    -28.44350    164.30290      0.01142
    -28.84760    160.86920      0.01993
    -17.18910    166.38630      0.01324
