17	497.37	1600	3.84621	0.18	5.21167	9.64625	2.30216
17.1	500	1600	3.84803	0.18	5.21349	9.65176	2.3016
17.2	502.5	1600	3.84985	0.18	5.21531	9.65727	2.30105
17.3	505	1600	3.85167	0.18	5.21712	9.66276	2.30049
17.4	507.5	1600	3.85348	0.18	5.21893	9.66824	2.29994
17.5	510	1600	3.85529	0.18	5.22073	9.67371	2.29938
17.6	512.5	1600	3.8571	0.18	5.22253	9.67917	2.29883
17.7	515	1600	3.8589	0.18	5.22433	9.68462	2.29828
17.8	517.5	1600	3.8607	0.18	5.22612	9.69006	2.29774
17.9	520	1600	3.8625	0.18	5.2279	9.69549	2.29719
18	522.5	1600	3.8643	0.18	5.22968	9.70091	2.29664
18.1	525	1600	3.86609	0.18	5.23146	9.70632	2.2961
18.2	527.5	1600	3.86788	0.18	5.23323	9.71171	2.29556
18.3	530	1600	3.86967	0.18	5.235	9.7171	2.29502
18.4	532.5	1600	3.87517	0.18	5.24723	9.73767	2.29386
18.5	535	1600	3.88375	0.18	5.26776	9.77004	2.29203
18.6	537.5	1600	3.89366	0.18	5.29149	9.80669	2.28972
18.7	540	1600	3.90529	0.18	5.31928	9.84878	2.28679
18.8	542.5	1600	3.91913	0.18	5.35235	9.8979	2.28306
18.9	545	1600	3.92798	0.18	5.37218	9.92831	2.28055
19	547.5	1600	3.92991	0.18	5.3741	9.9338	2.28009
19.1	550	1600	3.93287	0.18	5.37784	9.94159	2.27976
19.2	552.63	1600	3.93577	0.18	5.38147	9.94923	2.27941
19.3	555.26	1600	3.9386	0.18	5.38501	9.95673	2.27906
19.4	557.9	1600	3.94137	0.18	5.38844	9.9641	2.2787
19.5	560.53	1600	3.94409	0.18	5.39179	9.97135	2.27834
19.6	563.16	1600	3.94837	0.18	5.40239	9.98668	2.2771
19.7	565.79	1600	3.95252	0.18	5.4126	10.00153	2.27589
19.8	568.42	1600	3.95649	0.18	5.42219	10.01568	2.27473
19.9	571.05	1600	3.9603	0.18	5.43124	10.02918	2.27362
20	573.68	1600	3.96396	0.18	5.43979	10.04211	2.27255
20.1	576.32	1600	3.9675	0.18	5.44789	10.05451	2.27152
20.2	578.95	1600	3.97091	0.18	5.45558	10.06643	2.27052
20.3	581.58	1600	3.97421	0.18	5.4629	10.07791	2.26956
20.4	584.21	1600	3.97741	0.18	5.46987	10.08899	2.26863
20.5	586.84	1600	3.98052	0.18	5.47652	10.0997	2.26772
20.6	589.47	1600	3.98355	0.18	5.48289	10.11007	2.26684
20.7	592.11	1600	3.98649	0.18	5.48899	10.12013	2.26598
20.8	594.74	1600	3.98937	0.18	5.49484	10.12989	2.26515
20.9	597.37	1600	3.99218	0.18	5.50046	10.13939	2.26433
21	600	1600	3.99797	0.18	5.50035	10.15146	2.26313
21.1	602.5	1600	4.00397	0.18	5.50073	10.16441	2.26182
21.2	605	1600	4.00718	0.18	5.50644	10.17504	2.26085
21.3	607.5	1600	4.0103	0.18	5.51194	10.18539	2.2599
21.4	610	1600	4.01335	0.18	5.51726	10.19549	2.25898
21.5	612.5	1600	4.01633	0.18	5.5224	10.20536	2.25807
21.6	615	1600	4.01925	0.18	5.52739	10.21502	2.25718
21.7	617.5	1600	4.02211	0.18	5.53224	10.22449	2.25631
21.8	620	1600	4.02491	0.18	5.53696	10.23379	2.25546
21.9	622.5	1600	4.02767	0.18	5.54156	10.24292	2.25461
22	625	1600	4.03038	0.18	5.54605	10.2519	2.25378
22.1	627.5	1600	4.03306	0.18	5.55044	10.26076	2.25296
22.2	630	1600	4.03569	0.18	5.55474	10.26949	2.25215
22.3	632.5	1600	4.03829	0.18	5.55896	10.2781	2.25134
22.4	635	1600	4.04086	0.18	5.5631	10.28662	2.25055
22.5	637.5	1600	4.0434	0.18	5.56717	10.29505	2.24976
22.6	640	1600	4.04591	0.18	5.57118	10.30339	2.24898
22.7	642.5	1600	4.0484	0.18	5.57514	10.31167	2.2482
22.8	645	1600	4.05087	0.18	5.57905	10.31988	2.24743
22.9	647.5	1600	4.05332	0.18	5.58291	10.32803	2.24666
23	650	1600	4.05575	0.18	5.58674	10.33614	2.24589
23.1	652.5	1600	4.05817	0.18	5.59054	10.34421	2.24512
23.2	655	1600	4.06057	0.18	5.59431	10.35226	2.24436
23.3	657.5	1600	4.06296	0.18	5.59807	10.36028	2.24359
23.4	660	1600	4.06535	0.18	5.60181	10.36828	2.24283
23.5	662.5	1600	4.06772	0.18	5.60555	10.37629	2.24206
23.6	665	1600	4.07009	0.18	5.60928	10.38429	2.24129
23.7	667.5	1600	4.0772	0.18	5.61527	10.39838	2.24009
23.8	670	1600	4.20399	0.18	5.67753	10.55791	2.23074
23.9	672.22	1600	4.32449	0.18	5.90354	10.66715	2.26475
24	674.43	1600	4.32807	0.18	5.91036	10.67745	2.26392
24.1	676.65	1600	4.33162	0.18	5.91713	10.68767	2.26308
24.2	678.87	1600	4.33515	0.18	5.92385	10.69784	2.26225
24.3	681.09	1600	4.33867	0.18	5.93055	10.70798	2.26141
24.4	683.3	1600	4.34218	0.18	5.93724	10.71811	2.26058
24.5	685.52	1600	4.34569	0.18	5.94393	10.72823	2.25974
24.6	687.74	1600	4.34921	0.18	5.95065	10.73838	2.2589
24.7	689.96	1600	4.35273	0.18	5.95739	10.74856	2.25805
24.8	692.17	1600	4.35627	0.18	5.96418	10.75879	2.2572
24.9	694.39	1600	4.35983	0.18	5.97104	10.76908	2.25634
25	696.61	1600	4.36342	0.18	5.97796	10.77944	2.25547
25.1	698.83	1600	4.36703	0.18	5.98496	10.7899	2.2546
25.2	701.04	1600	4.37067	0.18	5.99205	10.80045	2.25372
25.3	703.26	1600	4.37435	0.18	5.99923	10.81111	2.25284
25.4	705.48	1600	4.37806	0.18	6.00652	10.82188	2.25194
25.5	707.7	1600	4.38364	0.18	6.01773	10.83704	2.25074
25.6	709.91	1600	4.39047	0.18	6.03169	10.85531	2.24934
25.7	712.13	1600	4.39738	0.18	6.04605	10.87407	2.24791
25.8	714.35	1600	4.40443	0.18	6.06091	10.89343	2.24646
25.9	716.57	1600	4.41167	0.18	6.07638	10.91355	2.24496
26	718.78	1600	4.41914	0.18	6.0926	10.93455	2.24341
26.1	721	1600	4.42692	0.18	6.10972	10.95661	2.24181
26.2	723.27	1600	4.43506	0.18	6.12793	10.97995	2.24014
26.3	725.54	1600	4.44164	0.18	6.14243	10.999	2.23874
26.4	727.82	1600	4.44314	0.18	6.14428	11.00333	2.23821
26.5	730.09	1600	4.44464	0.18	6.14612	11.00766	2.23769
26.6	732.36	1600	4.44613	0.18	6.14797	11.01199	2.23716
26.7	734.64	1600	4.44762	0.18	6.1498	11.01631	2.23664
26.8	736.91	1600	4.44912	0.18	6.15164	11.02062	2.23611
26.9	739.18	1600	4.45061	0.18	6.15347	11.02493	2.23559
27	741.46	1600	4.4521	0.18	6.1553	11.02923	2.23507
27.1	743.73	1600	4.45358	0.18	6.15713	11.03352	2.23455
27.2	746	1600	4.45507	0.18	6.15895	11.03781	2.23403
27.3	748.27	1600	4.45655	0.18	6.16077	11.0421	2.23351
27.4	750.55	1600	4.45804	0.18	6.16259	11.04638	2.23299
27.5	752.82	1600	4.45952	0.18	6.1644	11.05065	2.23248
27.6	755.09	1600	4.461	0.18	6.16621	11.05492	2.23196
27.7	757.36	1600	4.46248	0.18	6.16802	11.05918	2.23145
27.8	759.64	1600	4.46396	0.18	6.16983	11.06344	2.23093
27.9	761.91	1600	4.46543	0.18	6.17163	11.06769	2.23042
28	764.18	1600	4.46691	0.18	6.17343	11.07193	2.22991
28.1	766.46	1600	4.46838	0.18	6.17523	11.07617	2.22939
28.2	768.73	1600	4.46985	0.18	6.17703	11.08041	2.22888
28.3	771	1600	4.47132	0.18	6.17882	11.08463	2.22837
28.4	773.22	1600	4.47279	0.18	6.18061	11.08886	2.22787
28.5	775.44	1600	4.47426	0.18	6.18239	11.09308	2.22736
28.6	777.67	1600	4.47572	0.18	6.18418	11.09729	2.22685
28.7	779.89	1600	4.47718	0.18	6.18596	11.10149	2.22634
28.8	782.11	1600	4.47865	0.18	6.18774	11.1057	2.22584
28.9	784.33	1600	4.48011	0.18	6.18951	11.10989	2.22533
29	786.56	1600	4.48157	0.18	6.19128	11.11408	2.22483
29.1	788.78	1600	4.48303	0.18	6.19305	11.11827	2.22433
29.2	791	1600	4.48448	0.18	6.19482	11.12245	2.22382
29.3	793.22	1600	4.48594	0.18	6.19659	11.12662	2.22332
29.4	795.44	1600	4.48739	0.18	6.19835	11.13079	2.22282
29.5	797.67	1600	4.48885	0.18	6.20011	11.13496	2.22232
29.6	799.89	1600	4.4903	0.18	6.20186	11.13912	2.22182
29.7	802.11	1600	4.49175	0.18	6.20362	11.14327	2.22133
29.8	804.33	1600	4.4932	0.18	6.20537	11.14742	2.22083
29.9	806.56	1600	4.49464	0.18	6.20712	11.15156	2.22033
30	808.78	1600	4.49609	0.18	6.20886	11.1557	2.21984
30.1	811	1600	4.49753	0.18	6.21061	11.15983	2.21934
30.2	813.22	1600	4.49898	0.18	6.21235	11.16396	2.21885
30.3	815.44	1600	4.50042	0.18	6.21409	11.16808	2.21836
30.4	817.67	1600	4.50186	0.18	6.21582	11.1722	2.21786
30.5	819.89	1600	4.5033	0.18	6.21755	11.17631	2.21737
30.6	822.11	1600	4.50474	0.18	6.21928	11.18042	2.21688
30.7	824.33	1600	4.50617	0.18	6.22101	11.18452	2.21639
30.8	826.56	1600	4.50761	0.18	6.22274	11.18862	2.2159
30.9	828.78	1600	4.50904	0.18	6.22446	11.19271	2.21541
31	831	1600	4.51047	0.18	6.22618	11.1968	2.21493
31.1	833.22	1600	4.5119	0.18	6.2279	11.20088	2.21444
31.2	835.44	1600	4.51333	0.18	6.22961	11.20496	2.21396
31.3	837.67	1600	4.51476	0.18	6.23132	11.20903	2.21347
31.4	839.89	1600	4.51619	0.18	6.23303	11.2131	2.21299
31.5	842.11	1600	4.51761	0.18	6.23474	11.21716	2.2125
31.6	844.33	1600	4.51904	0.18	6.23645	11.22122	2.21202
31.7	846.56	1600	4.52046	0.18	6.23815	11.22527	2.21154
31.8	848.78	1600	4.52188	0.18	6.23985	11.22932	2.21106
31.9	851	1600	4.5233	0.18	6.24154	11.23336	2.21058
