Pressure    Depth  Temperature   Density   Basalt       Vs         Vp        Entropy
 (GPa)       (km)     (K)       (g/cm^3)  Fraction    (km/s)     (km/s)     (J/(g.K))
 38.90    1005.78    1500.00     4.62901   0.180     6.37934    11.53304     2.10106
 39.00    1007.96    1500.00     4.63034   0.180     6.38085    11.53674     2.10064
  0.00       0.00    1500.00     3.13178   0.200     4.12873     7.27118     2.41743
  0.10       5.74    1500.00     3.13722   0.200     4.13664     7.28835     2.41600
  0.20       9.64    1500.00     3.14308   0.200     4.14547     7.30671     2.41454
  0.30      13.55    1500.00     3.14955   0.200     4.15567     7.32708     2.41301
  0.40      17.22    1500.00     3.15693   0.200     4.16794     7.35083     2.41136
  0.50      20.74    1500.00     3.16540   0.200     4.18272     7.37861     2.40955
  0.60      24.26    1500.00     3.17464   0.200     4.19896     7.40729     2.40769
  0.70      27.30    1500.00     3.18440   0.200     4.21576     7.43365     2.40588
  0.80      30.33    1500.00     3.19857   0.200     4.24088     7.46167     2.40386
  0.90      33.35    1500.00     3.24859   0.200     4.33839     7.55576     2.39724
  1.00      36.37    1500.00     3.25204   0.200     4.34217     7.56892     2.39594
  1.10      39.40    1500.00     3.25548   0.200     4.34592     7.58194     2.39465
  1.20      42.39    1500.00     3.25889   0.200     4.34963     7.59483     2.39337
  1.30      45.37    1500.00     3.26228   0.200     4.35330     7.60760     2.39211
  1.40      48.36    1500.00     3.26566   0.200     4.35694     7.62025     2.39086
  1.50      51.34    1500.00     3.26901   0.200     4.36054     7.63279     2.38962
  1.60      54.33    1500.00     3.27235   0.200     4.36410     7.64522     2.38839
  1.70      57.31    1500.00     3.27567   0.200     4.36764     7.65754     2.38718
  1.80      60.30    1500.00     3.31098   0.200     4.42539     7.82938     2.38453
  1.90      63.33    1500.00     3.31724   0.200     4.43435     7.85735     2.38314
  2.00      66.36    1500.00     3.32128   0.200     4.43984     7.87481     2.38195
  2.10      69.39    1500.00     3.32503   0.200     4.44484     7.89052     2.38081
  2.20      72.42    1500.00     3.32857   0.200     4.44946     7.90490     2.37970
  2.30      75.45    1500.00     3.33196   0.200     4.45379     7.91826     2.37862
  2.40      78.48    1500.00     3.33523   0.200     4.45789     7.93083     2.37756
  2.50      81.50    1500.00     3.33841   0.200     4.46180     7.94278     2.37651
  2.60      84.49    1500.00     3.34153   0.200     4.46557     7.95422     2.37547
  2.70      87.48    1500.00     3.34460   0.200     4.46921     7.96525     2.37444
  2.80      90.47    1500.00     3.34762   0.200     4.47276     7.97594     2.37342
  2.90      93.46    1500.00     3.35062   0.200     4.47621     7.98636     2.37241
  3.00      96.45    1500.00     3.35359   0.200     4.47959     7.99654     2.37140
  3.10      99.44    1500.00     3.35653   0.200     4.48290     8.00653     2.37040
  3.20     102.44    1500.00     3.35946   0.200     4.48616     8.01636     2.36940
  3.30     105.43    1500.00     3.36238   0.200     4.48937     8.02604     2.36841
  3.40     108.42    1500.00     3.36528   0.200     4.49253     8.03560     2.36742
  3.50     111.41    1500.00     3.36817   0.200     4.49566     8.04506     2.36644
  3.60     114.40    1500.00     3.37105   0.200     4.49875     8.05443     2.36546
  3.70     117.41    1500.00     3.37392   0.200     4.50181     8.06372     2.36449
  3.80     120.43    1500.00     3.37678   0.200     4.50485     8.07293     2.36353
  3.90     123.45    1500.00     3.37963   0.200     4.50786     8.08209     2.36256
  4.00     126.47    1500.00     3.38248   0.200     4.51085     8.09119     2.36160
  4.10     129.48    1500.00     3.38532   0.200     4.51381     8.10024     2.36065
  4.20     132.50    1500.00     3.38815   0.200     4.51676     8.10925     2.35970
  4.30     135.52    1500.00     3.39097   0.200     4.51969     8.11822     2.35876
  4.40     138.53    1500.00     3.39379   0.200     4.52260     8.12715     2.35782
  4.50     141.55    1500.00     3.39660   0.200     4.52549     8.13604     2.35689
  4.60     144.57    1500.00     3.39941   0.200     4.52838     8.14490     2.35596
  4.70     147.59    1500.00     3.40221   0.200     4.53125     8.15374     2.35503
  4.80     150.60    1500.00     3.40500   0.200     4.53410     8.16254     2.35412
  4.90     153.62    1500.00     3.40778   0.200     4.53695     8.17133     2.35320
  5.00     156.64    1500.00     3.41056   0.200     4.53978     8.18008     2.35229
  5.10     159.66    1500.00     3.41333   0.200     4.54261     8.18881     2.35139
  5.20     162.67    1500.00     3.41610   0.200     4.54542     8.19753     2.35049
  5.30     165.69    1500.00     3.41885   0.200     4.54823     8.20622     2.34959
  5.40     168.71    1500.00     3.42161   0.200     4.55102     8.21489     2.34870
  5.50     171.72    1500.00     3.42435   0.200     4.55381     8.22354     2.34781
  5.60     174.74    1500.00     3.42709   0.200     4.55659     8.23217     2.34693
  5.70     177.76    1500.00     3.42983   0.200     4.55936     8.24078     2.34605
  5.80     180.78    1500.00     3.43256   0.200     4.56212     8.24938     2.34518
  5.90     183.79    1500.00     3.43528   0.200     4.56488     8.25796     2.34431
  6.00     186.79    1500.00     3.43799   0.200     4.56763     8.26652     2.34345
  6.10     189.79    1500.00     3.44070   0.200     4.57038     8.27507     2.34259
  6.20     192.78    1500.00     3.44341   0.200     4.57312     8.28360     2.34174
  6.30     195.77    1500.00     3.44611   0.200     4.57585     8.29211     2.34088
  6.40     198.76    1500.00     3.44880   0.200     4.57858     8.30061     2.34004
  6.50     201.75    1500.00     3.45149   0.200     4.58130     8.30910     2.33920
  6.60     204.74    1500.00     3.45418   0.200     4.58402     8.31757     2.33836
  6.70     207.74    1500.00     3.45686   0.200     4.58674     8.32603     2.33752
  6.80     210.73    1500.00     3.45953   0.200     4.58945     8.33447     2.33669
  6.90     213.72    1500.00     3.46220   0.200     4.59215     8.34291     2.33586
  7.00     216.71    1500.00     3.46487   0.200     4.59485     8.35132     2.33504
  7.10     219.70    1500.00     3.46753   0.200     4.59755     8.35973     2.33422
  7.20     222.63    1500.00     3.47019   0.200     4.60025     8.36813     2.33341
  7.30     225.55    1500.00     3.47284   0.200     4.60294     8.37651     2.33260
  7.40     228.47    1500.00     3.47550   0.200     4.60563     8.38488     2.33179
  7.50     231.40    1500.00     3.47814   0.200     4.60832     8.39325     2.33098
  7.60     234.32    1500.00     3.48079   0.200     4.61101     8.40160     2.33018
  7.70     237.24    1500.00     3.48343   0.200     4.61369     8.40994     2.32938
  7.80     240.16    1500.00     3.48607   0.200     4.61638     8.41827     2.32859
  7.90     243.08    1500.00     3.48871   0.200     4.61906     8.42660     2.32780
  8.00     246.01    1500.00     3.49134   0.200     4.62174     8.43491     2.32701
  8.10     248.93    1500.00     3.49398   0.200     4.62442     8.44322     2.32622
  8.20     251.85    1500.00     3.49661   0.200     4.62711     8.45153     2.32544
  8.30     254.77    1500.00     3.49924   0.200     4.62979     8.45982     2.32466
  8.40     257.69    1500.00     3.50187   0.200     4.63247     8.46811     2.32388
  8.50     260.62    1500.00     3.50450   0.200     4.63516     8.47639     2.32311
  8.60     263.54    1500.00     3.50713   0.200     4.63785     8.48468     2.32234
  8.70     266.45    1500.00     3.50976   0.200     4.64054     8.49295     2.32157
  8.80     269.36    1500.00     3.51239   0.200     4.64323     8.50123     2.32080
  8.90     272.26    1500.00     3.51502   0.200     4.64593     8.50950     2.32004
  9.00     275.16    1500.00     3.51766   0.200     4.64863     8.51777     2.31928
  9.10     278.06    1500.00     3.52029   0.200     4.65133     8.52604     2.31852
  9.20     280.97    1500.00     3.52293   0.200     4.65404     8.53431     2.31776
  9.30     283.87    1500.00     3.52720   0.200     4.66867     8.55557     2.31639
  9.40     286.77    1500.00     3.52983   0.200     4.67142     8.56373     2.31562
  9.50     289.68    1500.00     3.53246   0.200     4.67415     8.57186     2.31485
  9.60     292.58    1500.00     3.53508   0.200     4.67687     8.57998     2.31409
  9.70     295.48    1500.00     3.53770   0.200     4.67958     8.58808     2.31332
  9.80     298.39    1500.00     3.54032   0.200     4.68228     8.59615     2.31257
  9.90     301.29    1500.00     3.54293   0.200     4.68496     8.60421     2.31181
 10.00     304.19    1500.00     3.54554   0.200     4.68764     8.61226     2.31106
 10.10     307.10    1500.00     3.54816   0.200     4.69030     8.62028     2.31031
 10.20     310.00    1500.00     3.55077   0.200     4.69295     8.62829     2.30957
 10.30     312.81    1500.00     3.55338   0.200     4.69558     8.63628     2.30882
 10.40     315.62    1500.00     3.55599   0.200     4.69821     8.64426     2.30809
 10.50     318.44    1500.00     3.55860   0.200     4.70083     8.65223     2.30735
 10.60     321.25    1500.00     3.56121   0.200     4.70343     8.66018     2.30662
 10.70     324.06    1500.00     3.56383   0.200     4.70603     8.66812     2.30589
 10.80     326.88    1500.00     3.56645   0.200     4.70862     8.67605     2.30516
 10.90     329.69    1500.00     3.56907   0.200     4.71119     8.68397     2.30443
 11.00     332.50    1500.00     3.57169   0.200     4.71376     8.69188     2.30371
 11.10     335.31    1500.00     3.57432   0.200     4.71631     8.69978     2.30299
 11.20     338.13    1500.00     3.57695   0.200     4.71886     8.70767     2.30227
 11.30     340.94    1500.00     3.57959   0.200     4.72140     8.71555     2.30156
 11.40     343.75    1500.00     3.58224   0.200     4.72393     8.72343     2.30085
 11.50     346.56    1500.00     3.58489   0.200     4.72644     8.73130     2.30014
 11.60     349.38    1500.00     3.58755   0.200     4.72896     8.73917     2.29943
 11.70     352.19    1500.00     3.59022   0.200     4.73146     8.74704     2.29873
 11.80     355.00    1500.00     3.59289   0.200     4.73395     8.75490     2.29802
 11.90     357.81    1500.00     3.59558   0.200     4.73644     8.76277     2.29732
 12.00     360.62    1500.00     3.59828   0.200     4.73891     8.77063     2.29663
 12.10     363.44    1500.00     3.60099   0.200     4.74138     8.77850     2.29593
 12.20     366.25    1500.00     3.60372   0.200     4.74384     8.78637     2.29524
 12.30     369.06    1500.00     3.60646   0.200     4.74630     8.79425     2.29455
 12.40     371.88    1500.00     3.61822   0.200     4.77251     8.83781     2.29057
 12.50     374.69    1500.00     3.63401   0.200     4.80962     8.89779     2.28528
 12.60     377.50    1500.00     3.65075   0.200     4.84959     8.96214     2.27985
 12.70     380.31    1500.00     3.66876   0.200     4.89340     9.03236     2.27419
 12.80     383.12    1500.00     3.68847   0.200     4.94239     9.11045     2.26819
 12.90     385.94    1500.00     3.71046   0.200     4.99840     9.19920     2.26170
 13.00     388.75    1500.00     3.73555   0.200     5.06411     9.30262     2.25453
 13.10     391.56    1500.00     3.74491   0.200     5.08557     9.33925     2.25197
 13.20     394.38    1500.00     3.74755   0.200     5.08787     9.34685     2.25130
 13.30     397.19    1500.00     3.74994   0.200     5.09055     9.35437     2.25061
 13.40     400.00    1500.00     3.75233   0.200     5.09325     9.36188     2.24993
 13.50     402.78    1500.00     3.75471   0.200     5.09596     9.36938     2.24924
 13.60     405.56    1500.00     3.75709   0.200     5.09869     9.37687     2.24856
 13.70     408.33    1500.00     3.75946   0.200     5.10143     9.38435     2.24787
 13.80     411.11    1500.00     3.76183   0.200     5.10418     9.39184     2.24719
 13.90     413.89    1500.00     3.76419   0.200     5.10695     9.39932     2.24651
 14.00     416.67    1500.00     3.76654   0.200     5.10974     9.40679     2.24583
 14.10     419.44    1500.00     3.76890   0.200     5.11255     9.41427     2.24515
 14.20     422.22    1500.00     3.77125   0.200     5.11538     9.42175     2.24447
 14.30     425.00    1500.00     3.77360   0.200     5.11822     9.42923     2.24379
 14.40     427.78    1500.00     3.77595   0.200     5.12109     9.43672     2.24311
 14.50     430.56    1500.00     3.77830   0.200     5.12397     9.44422     2.24244
 14.60     433.33    1500.00     3.78065   0.200     5.12688     9.45172     2.24176
 14.70     436.11    1500.00     3.78299   0.200     5.12982     9.45923     2.24108
 14.80     438.89    1500.00     3.78534   0.200     5.13278     9.46675     2.24041
 14.90     441.67    1500.00     3.78770   0.200     5.13576     9.47429     2.23973
 15.00     444.44    1500.00     3.79005   0.200     5.13878     9.48184     2.23906
 15.10     447.22    1500.00     3.79241   0.200     5.14182     9.48941     2.23838
 15.20     450.00    1500.00     3.79477   0.200     5.14489     9.49700     2.23770
 15.30     452.63    1500.00     3.79714   0.200     5.14800     9.50461     2.23703
 15.40     455.26    1500.00     3.79951   0.200     5.15114     9.51224     2.23635
 15.50     457.89    1500.00     3.80189   0.200     5.15431     9.51989     2.23567
 15.60     460.53    1500.00     3.80428   0.200     5.15752     9.52758     2.23500
 15.70     463.16    1500.00     3.80668   0.200     5.16077     9.53529     2.23432
 15.80     465.79    1500.00     3.80908   0.200     5.16406     9.54303     2.23364
 15.90     468.42    1500.00     3.81150   0.200     5.16740     9.55081     2.23296
 16.00     471.05    1500.00     3.81392   0.200     5.17078     9.55862     2.23227
 16.10     473.68    1500.00     3.81636   0.200     5.17421     9.56647     2.23159
 16.20     476.32    1500.00     3.81881   0.200     5.17769     9.57436     2.23091
 16.30     478.95    1500.00     3.82128   0.200     5.18122     9.58229     2.23022
 16.40     481.58    1500.00     3.82376   0.200     5.18480     9.59027     2.22954
 16.50     484.21    1500.00     3.82625   0.200     5.18845     9.59829     2.22885
 16.60     486.84    1500.00     3.82877   0.200     5.19215     9.60637     2.22816
 16.70     489.47    1500.00     3.83130   0.200     5.19592     9.61450     2.22746
 16.80     492.11    1500.00     3.83386   0.200     5.19976     9.62268     2.22677
 16.90     494.74    1500.00     3.83644   0.200     5.20366     9.63093     2.22607
 17.00     497.37    1500.00     3.83904   0.200     5.20764     9.63923     2.22537
 17.10     500.00    1500.00     3.84166   0.200     5.21169     9.64760     2.22467
 17.20     502.50    1500.00     3.84431   0.200     5.21582     9.65603     2.22397
 17.30     505.00    1500.00     3.84699   0.200     5.22003     9.66452     2.22326
 17.40     507.50    1500.00     3.84970   0.200     5.22433     9.67308     2.22256
 17.50     510.00    1500.00     3.85244   0.200     5.22871     9.68171     2.22185
 17.60     512.50    1500.00     3.85522   0.200     5.23318     9.69041     2.22113
 17.70     515.00    1500.00     3.85802   0.200     5.23774     9.69916     2.22042
 17.80     517.50    1500.00     3.86086   0.200     5.24238     9.70798     2.21970
 17.90     520.00    1500.00     3.86374   0.200     5.24711     9.71686     2.21899
 18.00     522.50    1500.00     3.86665   0.200     5.25192     9.72578     2.21827
 18.10     525.00    1500.00     3.87481   0.200     5.27142     9.75614     2.21664
 18.20     527.50    1500.00     3.88763   0.200     5.30331     9.80417     2.21390
 18.30     530.00    1500.00     3.90334   0.200     5.34216     9.86165     2.21017
 18.40     532.50    1500.00     3.92310   0.200     5.39077     9.93232     2.20502
 18.50     535.00    1500.00     3.92860   0.200     5.40219     9.95011     2.20365
 18.60     537.50    1500.00     3.93172   0.200     5.40747     9.95915     2.20296
 18.70     540.00    1500.00     3.93549   0.200     5.41325     9.96912     2.20252
 18.80     542.50    1500.00     3.93865   0.200     5.41729     9.97726     2.20219
 18.90     545.00    1500.00     3.94202   0.200     5.42255     9.98674     2.20170
 19.00     547.50    1500.00     3.94634   0.200     5.43257    10.00152     2.20062
 19.10     550.00    1500.00     3.95048   0.200     5.44201    10.01559     2.19958
 19.20     552.63    1500.00     3.95445   0.200     5.45091    10.02903     2.19858
 19.30     555.26    1500.00     3.95826   0.200     5.45932    10.04190     2.19761
 19.40     557.90    1500.00     3.96193   0.200     5.46730    10.05425     2.19667
 19.50     560.53    1500.00     3.96547   0.200     5.47487    10.06613     2.19576
 19.60     563.16    1500.00     3.96889   0.200     5.48208    10.07757     2.19488
 19.70     565.79    1500.00     3.97220   0.200     5.48895    10.08861     2.19403
 19.80     568.42    1500.00     3.97542   0.200     5.49552    10.09929     2.19319
 19.90     571.05    1500.00     3.97854   0.200     5.50180    10.10962     2.19238
 20.00     573.68    1500.00     3.98158   0.200     5.50782    10.11965     2.19158
 20.10     576.32    1500.00     3.98454   0.200     5.51359    10.12939     2.19080
 20.20     578.95    1500.00     3.98743   0.200     5.51915    10.13886     2.19004
 20.30     581.58    1500.00     3.99026   0.200     5.52449    10.14808     2.18930
 20.40     584.21    1500.00     3.99302   0.200     5.52964    10.15707     2.18856
 20.50     586.84    1500.00     3.99572   0.200     5.53461    10.16585     2.18785
 20.60     589.47    1500.00     3.99837   0.200     5.53940    10.17442     2.18714
 20.70     592.11    1500.00     4.00097   0.200     5.54405    10.18280     2.18644
 20.80     594.74    1500.00     4.00352   0.200     5.54854    10.19101     2.18576
 20.90     597.37    1500.00     4.00602   0.200     5.55289    10.19905     2.18509
 21.00     600.00    1500.00     4.00849   0.200     5.55712    10.20693     2.18443
 21.10     602.50    1500.00     4.01601   0.200     5.55114    10.21921     2.18313
 21.20     605.00    1500.00     4.01960   0.200     5.55393    10.22878     2.18224
 21.30     607.50    1500.00     4.02231   0.200     5.55833    10.23755     2.18146
 21.40     610.00    1500.00     4.02498   0.200     5.56261    10.24617     2.18069
 21.50     612.50    1500.00     4.02760   0.200     5.56678    10.25464     2.17993
 21.60     615.00    1500.00     4.03019   0.200     5.57085    10.26297     2.17918
 21.70     617.50    1500.00     4.03273   0.200     5.57483    10.27118     2.17844
 21.80     620.00    1500.00     4.03524   0.200     5.57873    10.27928     2.17770
 21.90     622.50    1500.00     4.03771   0.200     5.58254    10.28726     2.17698
 22.00     625.00    1500.00     4.04016   0.200     5.58629    10.29515     2.17626
 22.10     627.50    1500.00     4.04257   0.200     5.58996    10.30295     2.17555
 22.20     630.00    1500.00     4.04496   0.200     5.59358    10.31066     2.17485
 22.30     632.50    1500.00     4.04733   0.200     5.59713    10.31830     2.17415
 22.40     635.00    1500.00     4.04967   0.200     5.60063    10.32586     2.17345
 22.50     637.50    1500.00     4.05199   0.200     5.60409    10.33336     2.17276
 22.60     640.00    1500.00     4.05429   0.200     5.60750    10.34080     2.17208
 22.70     642.50    1500.00     4.05657   0.200     5.61087    10.34819     2.17139
 22.80     645.00    1500.00     4.05883   0.200     5.61420    10.35553     2.17071
 22.90     647.50    1500.00     4.06108   0.200     5.61750    10.36282     2.17004
 23.00     650.00    1500.00     4.06332   0.200     5.62077    10.37008     2.16936
 23.10     652.50    1500.00     4.06554   0.200     5.62401    10.37731     2.16869
 23.20     655.00    1500.00     4.06775   0.200     5.62724    10.38450     2.16801
 23.30     657.50    1500.00     4.06995   0.200     5.63044    10.39168     2.16734
 23.40     660.00    1500.00     4.07215   0.200     5.63364    10.39883     2.16667
 23.50     662.50    1500.00     4.07433   0.200     5.63682    10.40598     2.16599
 23.60     665.00    1500.00     4.07651   0.200     5.63999    10.41311     2.16532
 23.70     667.50    1500.00     4.07868   0.200     5.64316    10.42024     2.16464
 23.80     670.00    1500.00     4.12648   0.200     5.66416    10.48082     2.16041
 23.90     672.22    1500.00     4.21840   0.200     5.72108    10.61128     2.14975
 24.00     674.43    1500.00     4.22516   0.200     5.73481    10.63372     2.14717
 24.10     676.65    1500.00     4.23187   0.200     5.74879    10.65665     2.14456
 24.20     678.87    1500.00     4.33788   0.200     5.93665    10.70793     2.18467
 24.30     681.09    1500.00     4.34530   0.200     5.95010    10.72519     2.18326
 24.40     683.30    1500.00     4.35241   0.200     5.96310    10.74204     2.18189
 24.50     685.52    1500.00     4.35929   0.200     5.97584    10.75865     2.18054
 24.60     687.74    1500.00     4.36601   0.200     5.98843    10.77517     2.17920
 24.70     689.96    1500.00     4.37264   0.200     6.00101    10.79174     2.17787
 24.80     692.17    1500.00     4.37924   0.200     6.01369    10.80846     2.17654
 24.90     694.39    1500.00     4.38585   0.200     6.02656    10.82547     2.17519
 25.00     696.61    1500.00     4.39252   0.200     6.03974    10.84287     2.17382
 25.10     698.83    1500.00     4.39929   0.200     6.05333    10.86079     2.17243
 25.20     701.04    1500.00     4.40623   0.200     6.06745    10.87935     2.17100
 25.30     703.26    1500.00     4.41338   0.200     6.08222    10.89871     2.16952
 25.40     705.48    1500.00     4.42080   0.200     6.09778    10.91902     2.16800
 25.50     707.70    1500.00     4.42856   0.200     6.11430    10.94046     2.16641
 25.60     709.91    1500.00     4.43673   0.200     6.13197    10.96328     2.16475
 25.70     712.13    1500.00     4.44467   0.200     6.14925    10.98565     2.16312
 25.80     714.35    1500.00     4.44617   0.200     6.15109    10.98998     2.16259
 25.90     716.57    1500.00     4.44767   0.200     6.15292    10.99431     2.16207
 26.00     718.78    1500.00     4.44917   0.200     6.15475    10.99863     2.16155
 26.10     721.00    1500.00     4.45067   0.200     6.15658    11.00295     2.16103
 26.20     723.27    1500.00     4.45217   0.200     6.15841    11.00726     2.16051
 26.30     725.54    1500.00     4.45366   0.200     6.16023    11.01157     2.15999
 26.40     727.82    1500.00     4.45515   0.200     6.16205    11.01587     2.15947
 26.50     730.09    1500.00     4.45665   0.200     6.16387    11.02016     2.15895
 26.60     732.36    1500.00     4.45814   0.200     6.16568    11.02445     2.15843
 26.70     734.64    1500.00     4.45963   0.200     6.16749    11.02873     2.15791
 26.80     736.91    1500.00     4.46111   0.200     6.16930    11.03301     2.15740
 26.90     739.18    1500.00     4.46260   0.200     6.17110    11.03728     2.15688
 27.00     741.46    1500.00     4.46409   0.200     6.17291    11.04155     2.15637
 27.10     743.73    1500.00     4.46557   0.200     6.17471    11.04581     2.15586
 27.20     746.00    1500.00     4.46705   0.200     6.17650    11.05006     2.15535
 27.30     748.27    1500.00     4.46853   0.200     6.17830    11.05431     2.15483
 27.40     750.55    1500.00     4.47001   0.200     6.18009    11.05856     2.15432
 27.50     752.82    1500.00     4.47149   0.200     6.18188    11.06280     2.15382
 27.60     755.09    1500.00     4.47296   0.200     6.18367    11.06703     2.15331
 27.70     757.36    1500.00     4.47444   0.200     6.18545    11.07126     2.15280
 27.80     759.64    1500.00     4.47591   0.200     6.18723    11.07548     2.15229
 27.90     761.91    1500.00     4.47738   0.200     6.18901    11.07970     2.15179
 28.00     764.18    1500.00     4.47885   0.200     6.19078    11.08391     2.15128
 28.10     766.46    1500.00     4.48032   0.200     6.19255    11.08811     2.15078
 28.20     768.73    1500.00     4.48179   0.200     6.19432    11.09231     2.15027
 28.30     771.00    1500.00     4.48325   0.200     6.19609    11.09651     2.14977
 28.40     773.22    1500.00     4.48472   0.200     6.19786    11.10070     2.14927
 28.50     775.44    1500.00     4.48618   0.200     6.19962    11.10488     2.14877
 28.60     777.67    1500.00     4.48764   0.200     6.20138    11.10906     2.14827
 28.70     779.89    1500.00     4.48910   0.200     6.20313    11.11324     2.14777
 28.80     782.11    1500.00     4.49056   0.200     6.20489    11.11741     2.14727
 28.90     784.33    1500.00     4.49202   0.200     6.20664    11.12157     2.14677
 29.00     786.56    1500.00     4.49347   0.200     6.20839    11.12573     2.14628
 29.10     788.78    1500.00     4.49493   0.200     6.21013    11.12988     2.14578
 29.20     791.00    1500.00     4.49638   0.200     6.21188    11.13403     2.14529
 29.30     793.22    1500.00     4.49783   0.200     6.21362    11.13817     2.14479
 29.40     795.44    1500.00     4.49928   0.200     6.21535    11.14231     2.14430
 29.50     797.67    1500.00     4.50073   0.200     6.21709    11.14645     2.14381
 29.60     799.89    1500.00     4.50218   0.200     6.21882    11.15057     2.14332
 29.70     802.11    1500.00     4.50362   0.200     6.22055    11.15470     2.14282
 29.80     804.33    1500.00     4.50507   0.200     6.22228    11.15881     2.14233
 29.90     806.56    1500.00     4.50651   0.200     6.22401    11.16292     2.14184
 30.00     808.78    1500.00     4.50795   0.200     6.22573    11.16703     2.14136
 30.10     811.00    1500.00     4.50939   0.200     6.22745    11.17113     2.14087
 30.20     813.22    1500.00     4.51083   0.200     6.22917    11.17523     2.14038
 30.30     815.44    1500.00     4.51227   0.200     6.23088    11.17932     2.13990
 30.40     817.67    1500.00     4.51371   0.200     6.23260    11.18341     2.13941
 30.50     819.89    1500.00     4.51514   0.200     6.23431    11.18749     2.13893
 30.60     822.11    1500.00     4.51658   0.200     6.23602    11.19157     2.13844
 30.70     824.33    1500.00     4.51801   0.200     6.23772    11.19564     2.13796
 30.80     826.56    1500.00     4.51944   0.200     6.23942    11.19971     2.13748
 30.90     828.78    1500.00     4.52087   0.200     6.24113    11.20377     2.13700
 31.00     831.00    1500.00     4.52230   0.200     6.24282    11.20783     2.13651
 31.10     833.22    1500.00     4.52373   0.200     6.24452    11.21188     2.13603
 31.20     835.44    1500.00     4.52515   0.200     6.24621    11.21593     2.13556
 31.30     837.67    1500.00     4.52658   0.200     6.24790    11.21997     2.13508
 31.40     839.89    1500.00     4.52800   0.200     6.24959    11.22401     2.13460
 31.50     842.11    1500.00     4.52942   0.200     6.25128    11.22804     2.13412
 31.60     844.33    1500.00     4.53084   0.200     6.25296    11.23207     2.13365
 31.70     846.56    1500.00     4.53226   0.200     6.25464    11.23610     2.13317
 31.80     848.78    1500.00     4.53368   0.200     6.25632    11.24012     2.13270
 31.90     851.00    1500.00     4.53509   0.200     6.25800    11.24413     2.13222
 32.00     853.22    1500.00     4.53651   0.200     6.25967    11.24814     2.13175
 32.10     855.44    1500.00     4.53792   0.200     6.26134    11.25214     2.13128
 32.20     857.67    1500.00     4.53934   0.200     6.26301    11.25614     2.13081
 32.30     859.89    1500.00     4.54075   0.200     6.26468    11.26014     2.13033
 32.40     862.11    1500.00     4.54216   0.200     6.26635    11.26413     2.12986
 32.50     864.33    1500.00     4.54357   0.200     6.26801    11.26812     2.12940
 32.60     866.56    1500.00     4.54497   0.200     6.26967    11.27210     2.12893
 32.70     868.78    1500.00     4.54638   0.200     6.27133    11.27607     2.12846
 32.80     871.00    1500.00     4.54778   0.200     6.27298    11.28005     2.12799
 32.90     873.22    1500.00     4.54919   0.200     6.27464    11.28401     2.12753
 33.00     875.44    1500.00     4.55059   0.200     6.27629    11.28797     2.12706
 33.10     877.67    1500.00     4.55199   0.200     6.27794    11.29193     2.12659
 33.20     879.89    1500.00     4.55339   0.200     6.27958    11.29589     2.12613
 33.30     882.11    1500.00     4.55479   0.200     6.28123    11.29984     2.12567
 33.40     884.33    1500.00     4.55619   0.200     6.28287    11.30378     2.12520
 33.50     886.56    1500.00     4.55758   0.200     6.28451    11.30772     2.12474
 33.60     888.78    1500.00     4.55898   0.200     6.28615    11.31165     2.12428
 33.70     891.00    1500.00     4.56037   0.200     6.28778    11.31559     2.12382
 33.80     893.22    1500.00     4.56176   0.200     6.28942    11.31951     2.12336
 33.90     895.45    1500.00     4.56316   0.200     6.29105    11.32343     2.12290
 34.00     897.67    1500.00     4.56455   0.200     6.29267    11.32735     2.12244
 34.10     899.89    1500.00     4.56593   0.200     6.29430    11.33126     2.12198
 34.20     902.11    1500.00     4.56732   0.200     6.29593    11.33517     2.12153
 34.30     904.33    1500.00     4.56871   0.200     6.29755    11.33908     2.12107
 34.40     906.56    1500.00     4.57009   0.200     6.29917    11.34297     2.12061
 34.50     908.78    1500.00     4.57148   0.200     6.30079    11.34687     2.12016
 34.60     911.00    1500.00     4.57286   0.200     6.30240    11.35076     2.11970
 34.70     913.22    1500.00     4.57424   0.200     6.30401    11.35465     2.11925
 34.80     915.44    1500.00     4.57562   0.200     6.30563    11.35853     2.11880
 34.90     917.67    1500.00     4.57700   0.200     6.30724    11.36241     2.11835
 35.00     919.89    1500.00     4.57838   0.200     6.30884    11.36628     2.11789
 35.10     922.11    1500.00     4.57975   0.200     6.31045    11.37015     2.11744
 35.20     924.33    1500.00     4.58113   0.200     6.31205    11.37401     2.11699
 35.30     926.56    1500.00     4.58250   0.200     6.31365    11.37787     2.11654
 35.40     928.78    1500.00     4.58388   0.200     6.31525    11.38173     2.11609
 35.50     931.00    1500.00     4.58525   0.200     6.31685    11.38558     2.11565
 35.60     933.22    1500.00     4.58662   0.200     6.31844    11.38943     2.11520
 35.70     935.44    1500.00     4.58799   0.200     6.32003    11.39327     2.11475
 35.80     937.67    1500.00     4.58936   0.200     6.32162    11.39711     2.11430
 35.90     939.89    1500.00     4.59072   0.200     6.32321    11.40094     2.11386
 36.00     942.11    1500.00     4.59209   0.200     6.32480    11.40477     2.11341
 36.10     944.33    1500.00     4.59345   0.200     6.32638    11.40860     2.11297
 36.20     946.56    1500.00     4.59482   0.200     6.32796    11.41242     2.11253
 36.30     948.78    1500.00     4.59618   0.200     6.32954    11.41624     2.11208
