21.75 -162.8 377.7 415.8 -1.41 273.2 136.6 91.07 68.3 54.64 45.54 39.03 34.15 30.36
22 -162.8 377.3 416 -1.44 341.8 170.9 113.9 85.46 68.37 56.97 48.83 42.73 37.98
22.25 -162.8 377.1 416.1 -1.49 383.3 191.6 127.8 95.82 76.66 63.88 54.76 47.91 42.59
22.5 -162.8 377.2 415.9 -1.54 398.5 199.3 132.8 99.64 79.71 66.42 56.94 49.82 44.28
22.75 -162.8 377.4 415.7 -1.6 413.3 206.7 137.8 103.3 82.66 68.89 59.05 51.67 45.92
23 -162.8 377.5 415.4 -1.63 407.1 203.6 135.7 101.8 81.43 67.85 58.16 50.89 45.24
23.25 -162.8 377.8 414.9 -1.65 380.9 190.5 127 95.23 76.18 63.49 54.42 47.61 42.32
23.5 -162.8 378 414.2 -1.65 332.8 166.4 110.9 83.2 66.56 55.46 47.54 41.6 36.98
23.75 -162.8 378.2 413.6 -1.65 284.7 142.3 94.88 71.16 56.93 47.44 40.66 35.58 31.63
24 -162.8 378.6 413.3 -1.58 268.9 134.5 89.64 67.23 53.78 44.82 38.42 33.62 29.88
24.25 -162.8 379.1 413.4 -1.45 285.6 142.8 95.2 71.4 57.12 47.6 40.8 35.7 31.73
19.25 -162.5 382.4 410.8 -0.74 -334.4 -167.2 -111.5 -83.6 -66.88 -55.73 -47.77 -41.8 -37.16
19.5 -162.5 381.8 412 -0.8 -274.8 -137.4 -91.61 -68.71 -54.97 -45.81 -39.26 -34.35 -30.54
19.75 -162.5 381.1 413.2 -0.89 -215.3 -107.6 -71.76 -53.82 -43.05 -35.88 -30.75 -26.91 -23.92
20 -162.5 380.5 414 -0.98 -167.6 -83.8 -55.87 -41.9 -33.52 -27.93 -23.94 -20.95 -18.62
20.25 -162.5 380 414.4 -1.08 -131.9 -65.93 -43.96 -32.97 -26.37 -21.98 -18.84 -16.48 -14.65
20.5 -162.5 379.5 414.2 -1.16 -108 -54.02 -36.01 -27.01 -21.61 -18.01 -15.43 -13.5 -12
20.75 -162.5 379 414.1 -1.23 -84.21 -42.11 -28.07 -21.05 -16.84 -14.04 -12.03 -10.53 -9.357
21 -162.5 378.5 414.2 -1.28 -40.37 -20.18 -13.46 -10.09 -8.073 -6.728 -5.767 -5.046 -4.485
21.25 -162.5 377.9 414.6 -1.31 22.54 11.27 7.513 5.635 4.508 3.757 3.22 2.817 2.504
21.5 -162.5 377.2 415.2 -1.33 106.4 53.21 35.47 26.6 21.28 17.74 15.2 13.3 11.82
21.75 -162.5 376.6 415.9 -1.35 190.3 95.15 63.43 47.57 38.06 31.72 27.18 23.79 21.14
22 -162.5 376.3 416.2 -1.38 251.3 125.6 83.76 62.82 50.26 41.88 35.9 31.41 27.92
22.25 -162.5 376.2 416.4 -1.42 291.3 145.7 97.11 72.83 58.26 48.55 41.62 36.42 32.37
22.5 -162.5 376.5 416.2 -1.47 309 154.5 103 77.24 61.79 51.49 44.14 38.62 34.33
22.75 -162.5 376.8 416.1 -1.52 326.6 163.3 108.9 81.65 65.32 54.43 46.66 40.82 36.29
23 -162.5 377.1 416 -1.54 334.7 167.3 111.6 83.67 66.94 55.78 47.81 41.84 37.19
23.25 -162.5 377.5 415.8 -1.55 332.8 166.4 110.9 83.2 66.56 55.46 47.54 41.6 36.98
23.5 -162.5 378 415.5 -1.53 320.9 160.4 107 80.22 64.17 53.48 45.84 40.11 35.65
23.75 -162.5 378.5 415.2 -1.51 309 154.5 103 77.24 61.79 51.49 44.14 38.62 34.33
24 -162.5 379 415 -1.43 309 154.5 103 77.24 61.79 51.49 44.14 38.62 34.33
24.25 -162.5 379.6 414.8 -1.32 320.9 160.4 107 80.22 64.17 53.48 45.84 40.11 35.65
24.5 -162.5 380.2 414.5 -1.21 344.7 172.3 114.9 86.17 68.94 57.45 49.24 43.09 38.3
19 -162.2 382.5 409.8 -0.7 -337.3 -168.6 -112.4 -84.32 -67.45 -56.21 -48.18 -42.16 -37.47
19.25 -162.2 381.9 410.6 -0.71 -334.9 -167.4 -111.6 -83.72 -66.98 -55.81 -47.84 -41.86 -37.21
19.5 -162.2 380.9 412 -0.75 -274.8 -137.4 -91.61 -68.71 -54.97 -45.81 -39.26 -34.35 -30.54
19.75 -162.2 379.8 413.4 -0.8 -214.8 -107.4 -71.6 -53.7 -42.96 -35.8 -30.68 -26.85 -23.87
20 -162.2 379 414.2 -0.88 -171.4 -85.71 -57.14 -42.86 -34.28 -28.57 -24.49 -21.43 -19.05
20.25 -162.2 378.4 414.4 -0.97 -143.8 -71.89 -47.93 -35.95 -28.76 -23.96 -20.54 -17.97 -15.98
20.5 -162.2 378 414.1 -1.07 -131.9 -65.93 -43.96 -32.97 -26.37 -21.98 -18.84 -16.48 -14.65
20.75 -162.2 377.6 413.8 -1.17 -120 -59.98 -39.98 -29.99 -23.99 -19.99 -17.14 -14.99 -13.33
21 -162.2 377.2 413.9 -1.23 -88.02 -44.01 -29.34 -22.01 -17.6 -14.67 -12.57 -11 -9.78
21.25 -162.2 376.7 414.3 -1.27 -36.55 -18.28 -12.18 -9.139 -7.311 -6.092 -5.222 -4.569 -4.062
21.5 -162.2 376.1 415.1 -1.28 34.93 17.47 11.64 8.733 6.986 5.822 4.99 4.366 3.881
21.75 -162.2 375.6 415.9 -1.29 106.4 53.21 35.47 26.6 21.28 17.74 15.2 13.3 11.82
22 -162.2 375.3 416.5 -1.31 161.2 80.61 53.74 40.31 32.24 26.87 23.03 20.15 17.91
22.25 -162.2 375.4 416.7 -1.35 198.9 99.43 66.29 49.72 39.77 33.14 28.41 24.86 22.1
22.5 -162.2 375.8 416.6 -1.4 219.4 109.7 73.12 54.84 43.87 36.56 31.34 27.42 24.37
22.75 -162.2 376.1 416.6 -1.45 240.3 120.2 80.11 60.08 48.07 40.06 34.33 30.04 26.7
23 -162.2 376.6 416.6 -1.47 262.3 131.1 87.42 65.56 52.45 43.71 37.46 32.78 29.14
23.25 -162.2 377.2 416.6 -1.46 284.7 142.3 94.88 71.16 56.93 47.44 40.66 35.58 31.63
23.5 -162.2 378 416.8 -1.42 309 154.5 103 77.24 61.79 51.49 44.14 38.62 34.33
23.75 -162.2 378.8 416.9 -1.38 333.3 166.6 111.1 83.32 66.65 55.54 47.61 41.66 37.03
24 -162.2 379.5 416.7 -1.29 349 174.5 116.3 87.25 69.8 58.16 49.86 43.62 38.78
24.25 -162.2 380.2 416.1 -1.19 356.1 178.1 118.7 89.03 71.23 59.36 50.88 44.52 39.57
24.5 -162.2 380.9 415.2 -1.1 356.6 178.3 118.9 89.15 71.32 59.44 50.94 44.58 39.62
19 -162 382.2 409.8 -0.67 -327.7 -163.9 -109.2 -81.93 -65.55 -54.62 -46.82 -40.97 -36.42
19.25 -162 381.4 410.5 -0.68 -329.2 -164.6 -109.7 -82.29 -65.83 -54.86 -47.02 -41.15 -36.57
