" 4.00000e+01, 1.14000e+02, 3.60300e+02, 4.04600e+02,-1.42857e-01,-5.19671e+02,-2.59836e+02,-1.73224e+02,-1.29918e+02,-1.03934e+02,-8.66119e+01,-7.42387e+01,-6.49589e+01,-5.77412e+01"
" 4.05000e+01, 1.14000e+02, 3.54900e+02, 4.15000e+02,-3.33333e-01,-1.33323e+02,-6.66613e+01,-4.44409e+01,-3.33306e+01,-2.66645e+01,-2.22204e+01,-1.90461e+01,-1.66653e+01,-1.48136e+01"
" 4.10000e+01, 1.14000e+02, 3.52400e+02, 4.17000e+02,-2.05882e-01,-3.26497e+02,-1.63248e+02,-1.08832e+02,-8.16242e+01,-6.52994e+01,-5.44161e+01,-4.66424e+01,-4.08121e+01,-3.62774e+01"
" 4.25000e+01, 1.14000e+02, 3.64400e+02, 4.12500e+02,-1.00840e-01,-2.03847e+02,-1.01923e+02,-6.79488e+01,-5.09616e+01,-4.07693e+01,-3.39744e+01,-2.91209e+01,-2.54808e+01,-2.26496e+01"
" 4.30000e+01, 1.14000e+02, 3.62400e+02, 4.09600e+02,-2.78261e-01,-2.71304e+02,-1.35652e+02,-9.04347e+01,-6.78261e+01,-5.42608e+01,-4.52174e+01,-3.87577e+01,-3.39130e+01,-3.01449e+01"
" 4.35000e+01, 1.14000e+02, 3.59700e+02, 4.07300e+02,-5.82278e-01,-3.11166e+02,-1.55583e+02,-1.03722e+02,-7.77914e+01,-6.22331e+01,-5.18609e+01,-4.44522e+01,-3.88957e+01,-3.45740e+01"
" 4.40000e+01, 1.14000e+02, 3.54200e+02, 4.10500e+02,-9.31507e-01,-2.43708e+02,-1.21854e+02,-8.12360e+01,-6.09270e+01,-4.87416e+01,-4.06180e+01,-3.48154e+01,-3.04635e+01,-2.70787e+01"
" 4.45000e+01, 1.14000e+02, 3.48100e+02, 4.07100e+02,-1.37143e+00,-5.41135e+02,-2.70567e+02,-1.80378e+02,-1.35284e+02,-1.08227e+02,-9.01892e+01,-7.73050e+01,-6.76419e+01,-6.01261e+01"
" 4.50000e+01, 1.14000e+02, 3.50700e+02, 4.04900e+02,-1.32000e+00,-5.41135e+02,-2.70567e+02,-1.80378e+02,-1.35284e+02,-1.08227e+02,-9.01892e+01,-7.73050e+01,-6.76419e+01,-6.01261e+01"
" 4.55000e+01, 1.14000e+02, 3.54500e+02, 4.04000e+02,-1.15385e+00,-6.88315e+02,-3.44158e+02,-2.29438e+02,-1.72079e+02,-1.37663e+02,-1.14719e+02,-9.83308e+01,-8.60394e+01,-7.64795e+01"
" 4.60000e+01, 1.14000e+02, 3.54300e+02, 4.06100e+02,-1.02703e+00,-4.33816e+02,-2.16908e+02,-1.44605e+02,-1.08454e+02,-8.67632e+01,-7.23027e+01,-6.19737e+01,-5.42270e+01,-4.82018e+01"
" 4.65000e+01, 1.14000e+02, 3.55500e+02, 4.14000e+02,-8.18182e-01,-2.65172e+02,-1.32586e+02,-8.83906e+01,-6.62929e+01,-5.30343e+01,-4.41953e+01,-3.78817e+01,-3.31465e+01,-2.94635e+01"
" 4.70000e+01, 1.14000e+02, 3.59000e+02, 4.13900e+02,-1.28571e+00,-3.60226e+02,-1.80113e+02,-1.20075e+02,-9.00564e+01,-7.20451e+01,-6.00376e+01,-5.14608e+01,-4.50282e+01,-4.00251e+01"
" 4.75000e+01, 1.14000e+02, 3.54700e+02, 4.15000e+02,-1.62500e+00,-3.29563e+02,-1.64782e+02,-1.09854e+02,-8.23908e+01,-6.59126e+01,-5.49272e+01,-4.70804e+01,-4.11954e+01,-3.66181e+01"
" 4.80000e+01, 1.14000e+02, 3.54500e+02, 4.21100e+02,-1.75000e+00,-3.82686e+01,-1.91343e+01,-1.27562e+01,-9.56714e+00,-7.65371e+00,-6.37809e+00,-5.46694e+00,-4.78357e+00,-4.25206e+00"
" 4.00000e+01, 1.14500e+02, 3.50200e+02, 4.13900e+02,-1.33333e-01,-3.11166e+02,-1.55583e+02,-1.03722e+02,-7.77914e+01,-6.22331e+01,-5.18609e+01,-4.44522e+01,-3.88957e+01,-3.45740e+01"
" 4.05000e+01, 1.14500e+02, 3.48900e+02, 4.21200e+02,-3.39623e-01,-1.68047e+01,-8.40237e+00,-5.60158e+00,-4.20119e+00,-3.36095e+00,-2.80079e+00,-2.40068e+00,-2.10059e+00,-1.86719e+00"
" 4.10000e+01, 1.14500e+02, 3.54500e+02, 4.22100e+02,-3.01887e-01, 6.90505e+01, 3.45252e+01, 2.30168e+01, 1.72626e+01, 1.38101e+01, 1.15084e+01, 9.86436e+00, 8.63131e+00, 7.67228e+00"
" 4.15000e+01, 1.14500e+02, 3.61400e+02, 4.18400e+02,-5.00000e-02,-1.36389e+02,-6.81944e+01,-4.54629e+01,-3.40972e+01,-2.72778e+01,-2.27315e+01,-1.94841e+01,-1.70486e+01,-1.51543e+01"
" 4.25000e+01, 1.14500e+02, 3.64400e+02, 4.16000e+02,-1.93548e-01,-7.81299e+01,-3.90650e+01,-2.60433e+01,-1.95325e+01,-1.56260e+01,-1.30217e+01,-1.11614e+01,-9.76624e+00,-8.68110e+00"
" 4.30000e+01, 1.14500e+02, 3.60000e+02, 4.16400e+02,-4.95327e-01, 7.72533e+00, 3.86266e+00, 2.57511e+00, 1.93133e+00, 1.54507e+00, 1.28755e+00, 1.10362e+00, 9.65666e-01, 8.58370e-01"
" 4.35000e+01, 1.14500e+02, 3.56900e+02, 4.14700e+02,-9.57143e-01,-1.68047e+01,-8.40237e+00,-5.60158e+00,-4.20119e+00,-3.36095e+00,-2.80079e+00,-2.40068e+00,-2.10059e+00,-1.86719e+00"
" 4.40000e+01, 1.14500e+02, 3.54200e+02, 4.13100e+02,-8.42697e-01,-6.58649e+01,-3.29324e+01,-2.19550e+01,-1.64662e+01,-1.31730e+01,-1.09775e+01,-9.40927e+00,-8.23311e+00,-7.31832e+00"
