Pressure    Depth  Temperature   Density   Basalt       Vs         Vp        Entropy
  1.80      60.30    1600.00     3.26936   0.250     4.32702     7.58989     2.46223
  1.90      63.33    1600.00     3.27275   0.250     4.33064     7.60259     2.46098
  2.00      66.36    1600.00     3.31542   0.250     4.40232     7.81706     2.45729
  2.10      69.39    1600.00     3.32288   0.250     4.41359     7.85169     2.45580
  2.20      72.42    1600.00     3.32884   0.250     4.42240     7.87859     2.45449
  2.30      75.45    1600.00     3.33239   0.250     4.42740     7.89408     2.45339
  2.40      78.48    1600.00     3.33539   0.250     4.43073     7.90402     2.45233
  2.50      81.50    1600.00     3.33838   0.250     4.43403     7.91391     2.45128
  2.60      84.49    1600.00     3.34136   0.250     4.43732     7.92376     2.45023
  2.70      87.48    1600.00     3.34433   0.250     4.44059     7.93357     2.44919
  2.80      90.47    1600.00     3.34729   0.250     4.44385     7.94333     2.44815
  2.90      93.46    1600.00     3.35025   0.250     4.44709     7.95306     2.44712
  3.00      96.45    1600.00     3.35319   0.250     4.45032     7.96275     2.44610
  3.10      99.44    1600.00     3.35612   0.250     4.45353     7.97240     2.44508
  3.20     102.44    1600.00     3.35905   0.250     4.45673     7.98201     2.44407
  3.30     105.43    1600.00     3.36197   0.250     4.45991     7.99158     2.44306
  3.40     108.42    1600.00     3.36487   0.250     4.46308     8.00112     2.44206
  3.50     111.41    1600.00     3.36777   0.250     4.46624     8.01062     2.44107
  3.60     114.40    1600.00     3.37067   0.250     4.46938     8.02008     2.44008
  3.70     117.41    1600.00     3.37355   0.250     4.47250     8.02951     2.43909
  3.80     120.43    1600.00     3.37643   0.250     4.47562     8.03890     2.43812
  3.90     123.45    1600.00     3.37930   0.250     4.47872     8.04826     2.43714
  4.00     126.47    1600.00     3.38216   0.250     4.48181     8.05759     2.43618
  4.10     129.48    1600.00     3.38501   0.250     4.48488     8.06688     2.43521
  4.20     132.50    1600.00     3.38786   0.250     4.48794     8.07614     2.43426
  4.30     135.52    1600.00     3.39070   0.250     4.49099     8.08537     2.43330
  4.40     138.53    1600.00     3.39353   0.250     4.49403     8.09457     2.43236
  4.50     141.55    1600.00     3.39636   0.250     4.49706     8.10373     2.43141
  4.60     144.57    1600.00     3.39918   0.250     4.50007     8.11287     2.43048
  4.70     147.59    1600.00     3.40200   0.250     4.50307     8.12198     2.42954
  4.80     150.60    1600.00     3.40480   0.250     4.50606     8.13106     2.42861
  4.90     153.62    1600.00     3.40761   0.250     4.50904     8.14011     2.42769
  5.00     156.64    1600.00     3.41040   0.250     4.51201     8.14913     2.42677
  5.10     159.66    1600.00     3.41319   0.250     4.51497     8.15813     2.42586
  5.20     162.67    1600.00     3.41598   0.250     4.51792     8.16710     2.42495
  5.30     165.69    1600.00     3.41876   0.250     4.52086     8.17604     2.42404
  5.40     168.71    1600.00     3.42154   0.250     4.52379     8.18496     2.42314
  5.50     171.72    1600.00     3.42431   0.250     4.52670     8.19385     2.42224
  5.60     174.74    1600.00     3.42707   0.250     4.52961     8.20272     2.42135
  5.70     177.76    1600.00     3.42984   0.250     4.53251     8.21156     2.42046
  5.80     180.78    1600.00     3.43259   0.250     4.53540     8.22039     2.41957
  5.90     183.79    1600.00     3.43535   0.250     4.53828     8.22918     2.41869
  6.00     186.79    1600.00     3.43810   0.250     4.54115     8.23796     2.41781
  6.10     189.79    1600.00     3.44084   0.250     4.54402     8.24672     2.41694
  6.20     192.78    1600.00     3.44359   0.250     4.54687     8.25545     2.41607
  6.30     195.77    1600.00     3.44633   0.250     4.54972     8.26417     2.41520
  6.40     198.76    1600.00     3.44906   0.250     4.55256     8.27286     2.41434
  6.50     201.75    1600.00     3.45180   0.250     4.55539     8.28154     2.41348
  6.60     204.74    1600.00     3.45453   0.250     4.55822     8.29019     2.41263
  6.70     207.74    1600.00     3.45726   0.250     4.56103     8.29883     2.41177
  6.80     210.73    1600.00     3.45998   0.250     4.56384     8.30745     2.41093
  6.90     213.72    1600.00     3.46271   0.250     4.56665     8.31606     2.41008
  7.00     216.71    1600.00     3.46543   0.250     4.56944     8.32465     2.40924
  7.10     219.70    1600.00     3.46816   0.250     4.57216     8.33310     2.40839
  7.20     222.63    1600.00     3.47089   0.250     4.57486     8.34153     2.40755
  7.30     225.55    1600.00     3.47361   0.250     4.57757     8.34995     2.40672
  7.40     228.47    1600.00     3.47634   0.250     4.58028     8.35838     2.40588
  7.50     231.40    1600.00     3.47906   0.250     4.58298     8.36680     2.40505
  7.60     234.32    1600.00     3.48178   0.250     4.58569     8.37522     2.40423
  7.70     237.24    1600.00     3.48450   0.250     4.58840     8.38363     2.40341
  7.80     240.16    1600.00     3.48721   0.250     4.59111     8.39205     2.40259
  7.90     243.08    1600.00     3.48993   0.250     4.59382     8.40046     2.40177
  8.00     246.01    1600.00     3.49264   0.250     4.59654     8.40888     2.40096
  8.10     248.93    1600.00     3.49535   0.250     4.59926     8.41730     2.40015
  8.20     251.85    1600.00     3.49807   0.250     4.60198     8.42571     2.39934
  8.30     254.77    1600.00     3.50078   0.250     4.60471     8.43413     2.39853
  8.40     257.69    1600.00     3.50350   0.250     4.60744     8.44255     2.39773
  8.50     260.62    1600.00     3.50621   0.250     4.61017     8.45097     2.39693
  8.60     263.54    1600.00     3.50893   0.250     4.61292     8.45940     2.39614
  8.70     266.45    1600.00     3.51165   0.250     4.61566     8.46783     2.39534
  8.80     269.36    1600.00     3.51437   0.250     4.61842     8.47627     2.39455
  8.90     272.26    1600.00     3.51709   0.250     4.62118     8.48471     2.39376
  9.00     275.16    1600.00     3.51981   0.250     4.62395     8.49316     2.39297
  9.10     278.06    1600.00     3.52254   0.250     4.62673     8.50161     2.39219
  9.20     280.97    1600.00     3.52528   0.250     4.62952     8.51008     2.39141
  9.30     283.87    1600.00     3.52801   0.250     4.63232     8.51856     2.39062
  9.40     286.77    1600.00     3.53076   0.250     4.63513     8.52705     2.38984
  9.50     289.68    1600.00     3.53351   0.250     4.63796     8.53555     2.38907
  9.60     292.58    1600.00     3.53626   0.250     4.64080     8.54406     2.38829
  9.70     295.48    1600.00     3.53901   0.250     4.64357     8.55248     2.38751
  9.80     298.39    1600.00     3.54176   0.250     4.64631     8.56083     2.38674
  9.90     301.29    1600.00     3.54450   0.250     4.64905     8.56917     2.38597
 10.00     304.19    1600.00     3.54725   0.250     4.65179     8.57751     2.38520
 10.10     307.10    1600.00     3.54999   0.250     4.65454     8.58584     2.38443
 10.20     310.00    1600.00     3.55274   0.250     4.65729     8.59417     2.38366
 10.30     312.81    1600.00     3.55548   0.250     4.66004     8.60249     2.38290
 10.40     315.62    1600.00     3.55823   0.250     4.66280     8.61081     2.38214
 10.50     318.44    1600.00     3.56097   0.250     4.66557     8.61911     2.38138
 10.60     321.25    1600.00     3.56372   0.250     4.66833     8.62742     2.38062
 10.70     324.06    1600.00     3.56646   0.250     4.67111     8.63571     2.37986
 10.80     326.88    1600.00     3.56920   0.250     4.67389     8.64400     2.37911
 10.90     329.69    1600.00     3.57194   0.250     4.67667     8.65228     2.37836
 11.00     332.50    1600.00     3.57467   0.250     4.67946     8.66055     2.37761
 11.10     335.31    1600.00     3.57740   0.250     4.68226     8.66881     2.37686
 11.20     338.13    1600.00     3.58013   0.250     4.68506     8.67707     2.37611
 11.30     340.94    1600.00     3.58285   0.250     4.68787     8.68531     2.37537
 11.40     343.75    1600.00     3.58557   0.250     4.69069     8.69354     2.37462
 11.50     346.56    1600.00     3.58828   0.250     4.69351     8.70176     2.37388
 11.60     349.38    1600.00     3.59099   0.250     4.69635     8.70997     2.37314
 11.70     352.19    1600.00     3.59369   0.250     4.69919     8.71817     2.37241
 11.80     355.00    1600.00     3.59639   0.250     4.70203     8.72636     2.37167
 11.90     357.81    1600.00     3.59908   0.250     4.70489     8.73453     2.37094
 12.00     360.62    1600.00     3.60177   0.250     4.70775     8.74270     2.37021
 12.10     363.44    1600.00     3.60445   0.250     4.71063     8.75085     2.36948
 12.20     366.25    1600.00     3.60712   0.250     4.71351     8.75899     2.36875
 12.30     369.06    1600.00     3.60979   0.250     4.71640     8.76712     2.36802
 12.40     371.88    1600.00     3.61245   0.250     4.71930     8.77524     2.36730
 12.50     374.69    1600.00     3.61510   0.250     4.72222     8.78335     2.36658
 12.60     377.50    1600.00     3.61775   0.250     4.72514     8.79145     2.36586
 12.70     380.31    1600.00     3.62040   0.250     4.72807     8.79955     2.36514
 12.80     383.12    1600.00     3.62317   0.250     4.73136     8.80815     2.36437
 12.90     385.94    1600.00     3.64096   0.250     4.77468     8.87699     2.35828
 13.00     388.75    1600.00     3.65979   0.250     4.82125     8.95077     2.35205
 13.10     391.56    1600.00     3.68005   0.250     4.87230     9.03138     2.34559
 13.20     394.38    1600.00     3.70228   0.250     4.92952     9.12132     2.33875
 13.30     397.19    1600.00     3.72718   0.250     4.99527     9.22414     2.33136
 13.40     400.00    1600.00     3.74435   0.250     5.04006     9.29528     2.32641
 13.50     402.78    1600.00     3.74680   0.250     5.04295     9.30308     2.32570
 13.60     405.56    1600.00     3.74926   0.250     5.04586     9.31088     2.32500
 13.70     408.33    1600.00     3.75170   0.250     5.04879     9.31869     2.32430
 13.80     411.11    1600.00     3.75415   0.250     5.05174     9.32649     2.32360
 13.90     413.89    1600.00     3.75660   0.250     5.05470     9.33430     2.32289
 14.00     416.67    1600.00     3.75904   0.250     5.05769     9.34211     2.32219
 14.10     419.44    1600.00     3.76148   0.250     5.06070     9.34993     2.32150
 14.20     422.22    1600.00     3.76393   0.250     5.06373     9.35775     2.32080
 14.30     425.00    1600.00     3.76637   0.250     5.06678     9.36559     2.32010
 14.40     427.78    1600.00     3.76882   0.250     5.06986     9.37343     2.31940
 14.50     430.56    1600.00     3.77126   0.250     5.07296     9.38128     2.31870
 14.60     433.33    1600.00     3.77371   0.250     5.07609     9.38914     2.31801
 14.70     436.11    1600.00     3.77616   0.250     5.07925     9.39702     2.31731
 14.80     438.89    1600.00     3.77861   0.250     5.08244     9.40491     2.31661
 14.90     441.67    1600.00     3.78107   0.250     5.08565     9.41282     2.31591
 15.00     444.44    1600.00     3.78354   0.250     5.08890     9.42075     2.31522
 15.10     447.22    1600.00     3.78600   0.250     5.09218     9.42870     2.31452
 15.20     450.00    1600.00     3.78848   0.250     5.09550     9.43667     2.31382
 15.30     452.63    1600.00     3.79096   0.250     5.09885     9.44466     2.31312
 15.40     455.26    1600.00     3.79345   0.250     5.10224     9.45268     2.31242
 15.50     457.89    1600.00     3.79594   0.250     5.10566     9.46072     2.31172
 15.60     460.53    1600.00     3.79845   0.250     5.10913     9.46879     2.31102
 15.70     463.16    1600.00     3.80097   0.250     5.11264     9.47690     2.31032
 15.80     465.79    1600.00     3.80349   0.250     5.11620     9.48503     2.30962
 15.90     468.42    1600.00     3.80603   0.250     5.11980     9.49321     2.30892
 16.00     471.05    1600.00     3.80858   0.250     5.12346     9.50142     2.30822
 16.10     473.68    1600.00     3.81115   0.250     5.12716     9.50966     2.30751
 16.20     476.32    1600.00     3.81373   0.250     5.13091     9.51795     2.30680
 16.30     478.95    1600.00     3.81633   0.250     5.13473     9.52628     2.30610
 16.40     481.58    1600.00     3.81894   0.250     5.13860     9.53466     2.30539
 16.50     484.21    1600.00     3.82158   0.250     5.14253     9.54309     2.30468
 16.60     486.84    1600.00     3.82423   0.250     5.14652     9.55156     2.30397
 16.70     489.47    1600.00     3.82691   0.250     5.15058     9.56009     2.30325
 16.80     492.11    1600.00     3.82960   0.250     5.15471     9.56867     2.30254
 16.90     494.74    1600.00     3.83232   0.250     5.15891     9.57731     2.30182
 17.00     497.37    1600.00     3.83507   0.250     5.16319     9.58600     2.30110
 17.10     500.00    1600.00     3.83784   0.250     5.16754     9.59475     2.30038
 17.20     502.50    1600.00     3.84065   0.250     5.17197     9.60356     2.29965
 17.30     505.00    1600.00     3.84348   0.250     5.17648     9.61243     2.29893
 17.40     507.50    1600.00     3.84634   0.250     5.18108     9.62136     2.29820
 17.50     510.00    1600.00     3.84923   0.250     5.18576     9.63035     2.29747
 17.60     512.50    1600.00     3.85216   0.250     5.19052     9.63940     2.29674
 17.70     515.00    1600.00     3.85512   0.250     5.19537     9.64850     2.29601
 17.80     517.50    1600.00     3.85812   0.250     5.20030     9.65765     2.29528
 17.90     520.00    1600.00     3.86116   0.250     5.20532     9.66685     2.29455
 18.00     522.50    1600.00     3.86422   0.250     5.21042     9.67609     2.29382
 18.10     525.00    1600.00     3.86733   0.250     5.21559     9.68536     2.29309
 18.20     527.50    1600.00     3.87047   0.250     5.22084     9.69466     2.29235
 18.30     530.00    1600.00     3.87809   0.250     5.23881     9.72258     2.29095
 18.40     532.50    1600.00     3.88683   0.250     5.25959     9.75431     2.28923
 18.50     535.00    1600.00     3.89668   0.250     5.28304     9.78958     2.28714
 18.60     537.50    1600.00     3.90791   0.250     5.30983     9.82924     2.28458
 18.70     540.00    1600.00     3.91988   0.250     5.33822     9.87184     2.28151
 18.80     542.50    1600.00     3.93034   0.250     5.36234     9.90837     2.27865
 18.90     545.00    1600.00     3.93242   0.250     5.36449     9.91415     2.27821
 19.00     547.50    1600.00     3.93573   0.250     5.36882     9.92268     2.27791
 19.10     550.00    1600.00     3.93896   0.250     5.37302     9.93103     2.27760
 19.20     552.63    1600.00     3.94211   0.250     5.37708     9.93921     2.27728
 19.30     555.26    1600.00     3.94519   0.250     5.38103     9.94722     2.27696
 19.40     557.90    1600.00     3.94819   0.250     5.38487     9.95507     2.27662
 19.50     560.53    1600.00     3.95113   0.250     5.38860     9.96278     2.27628
 19.60     563.16    1600.00     3.95401   0.250     5.39223     9.97036     2.27593
 19.70     565.79    1600.00     3.95683   0.250     5.39576     9.97780     2.27558
 19.80     568.42    1600.00     3.95960   0.250     5.39921     9.98513     2.27522
 19.90     571.05    1600.00     3.96231   0.250     5.40258     9.99233     2.27485
 20.00     573.68    1600.00     3.96498   0.250     5.40586     9.99943     2.27448
 20.10     576.32    1600.00     3.96760   0.250     5.40908    10.00643     2.27410
 20.20     578.95    1600.00     3.97017   0.250     5.41222    10.01332     2.27372
 20.30     581.58    1600.00     3.97271   0.250     5.41529    10.02013     2.27334
 20.40     584.21    1600.00     3.97520   0.250     5.41830    10.02684     2.27295
 20.50     586.84    1600.00     3.97766   0.250     5.42125    10.03347     2.27256
 20.60     589.47    1600.00     3.98008   0.250     5.42414    10.04002     2.27217
 20.70     592.11    1600.00     3.98259   0.250     5.42754    10.04712     2.27170
 20.80     594.74    1600.00     3.98593   0.250     5.43507    10.05878     2.27071
 20.90     597.37    1600.00     3.98919   0.250     5.44228    10.07008     2.26975
 21.00     600.00    1600.00     3.99236   0.250     5.44921    10.08105     2.26881
 21.10     602.50    1600.00     3.99545   0.250     5.45588    10.09170     2.26790
 21.20     605.00    1600.00     3.99847   0.250     5.46229    10.10206     2.26701
 21.30     607.50    1600.00     4.00142   0.250     5.46848    10.11215     2.26614
 21.40     610.00    1600.00     4.00718   0.250     5.47158    10.12633     2.26470
 21.50     612.50    1600.00     4.01063   0.250     5.47792    10.13772     2.26365
 21.60     615.00    1600.00     4.01399   0.250     5.48402    10.14881     2.26263
 21.70     617.50    1600.00     4.01726   0.250     5.48992    10.15962     2.26163
 21.80     620.00    1600.00     4.02046   0.250     5.49563    10.17016     2.26066
 21.90     622.50    1600.00     4.02358   0.250     5.50115    10.18045     2.25971
 22.00     625.00    1600.00     4.02663   0.250     5.50651    10.19053     2.25878
 22.10     627.50    1600.00     4.02963   0.250     5.51171    10.20039     2.25786
 22.20     630.00    1600.00     4.03256   0.250     5.51677    10.21006     2.25696
 22.30     632.50    1600.00     4.03544   0.250     5.52169    10.21955     2.25608
 22.40     635.00    1600.00     4.03827   0.250     5.52649    10.22887     2.25521
 22.50     637.50    1600.00     4.04106   0.250     5.53118    10.23803     2.25436
 22.60     640.00    1600.00     4.04380   0.250     5.53576    10.24705     2.25352
 22.70     642.50    1600.00     4.04649   0.250     5.54024    10.25594     2.25268
 22.80     645.00    1600.00     4.04916   0.250     5.54463    10.26471     2.25186
 22.90     647.50    1600.00     4.05178   0.250     5.54893    10.27335     2.25105
 23.00     650.00    1600.00     4.05438   0.250     5.55316    10.28190     2.25025
 23.10     652.50    1600.00     4.05694   0.250     5.55731    10.29034     2.24945
 23.20     655.00    1600.00     4.05948   0.250     5.56139    10.29870     2.24867
 23.30     657.50    1600.00     4.06198   0.250     5.56542    10.30697     2.24789
 23.40     660.00    1600.00     4.06447   0.250     5.56938    10.31517     2.24711
 23.50     662.50    1600.00     4.06693   0.250     5.57330    10.32330     2.24634
 23.60     665.00    1600.00     4.06937   0.250     5.57717    10.33137     2.24557
 23.70     667.50    1600.00     4.07180   0.250     5.58099    10.33938     2.24481
 23.80     670.00    1600.00     4.07421   0.250     5.58480    10.34738     2.24405
 23.90     672.22    1600.00     4.29788   0.250     5.82917    10.58073     2.26499
 24.00     674.43    1600.00     4.30168   0.250     5.83640    10.59152     2.26415
 24.10     676.65    1600.00     4.30540   0.250     5.84348    10.60211     2.26332
 24.20     678.87    1600.00     4.30906   0.250     5.85041    10.61254     2.26249
 24.30     681.09    1600.00     4.31266   0.250     5.85721    10.62281     2.26167
 24.40     683.30    1600.00     4.31622   0.250     5.86390    10.63296     2.26085
 24.50     685.52    1600.00     4.31974   0.250     5.87050    10.64299     2.26004
 24.60     687.74    1600.00     4.32322   0.250     5.87702    10.65292     2.25922
 24.70     689.96    1600.00     4.33324   0.250     5.89559    10.67576     2.25744
 24.80     692.17    1600.00     4.34247   0.250     5.91290    10.69734     2.25576
 24.90     694.39    1600.00     4.35132   0.250     5.92970    10.71844     2.25411
 25.00     696.61    1600.00     4.35990   0.250     5.94621    10.73931     2.25250
 25.10     698.83    1600.00     4.36832   0.250     5.96261    10.76016     2.25089
 25.20     701.04    1600.00     4.37666   0.250     5.97908    10.78116     2.24929
 25.30     703.26    1600.00     4.38499   0.250     5.99578    10.80250     2.24767
 25.40     705.48    1600.00     4.39339   0.250     6.01287    10.82436     2.24604
 25.50     707.70    1600.00     4.40193   0.250     6.03051    10.84691     2.24436
 25.60     709.91    1600.00     4.41068   0.250     6.04887    10.87034     2.24265
 25.70     712.13    1600.00     4.41972   0.250     6.06814    10.89488     2.24087
 25.80     714.35    1600.00     4.42913   0.250     6.08852    10.92075     2.23903
 25.90     716.57    1600.00     4.43901   0.250     6.11028    10.94825     2.23710
 26.00     718.78    1600.00     4.44707   0.250     6.12788    10.97094     2.23547
 26.10     721.00    1600.00     4.44858   0.250     6.12975    10.97530     2.23494
 26.20     723.27    1600.00     4.45008   0.250     6.13162    10.97966     2.23441
 26.30     725.54    1600.00     4.45159   0.250     6.13349    10.98402     2.23389
 26.40     727.82    1600.00     4.45309   0.250     6.13535    10.98836     2.23336
 26.50     730.09    1600.00     4.45459   0.250     6.13721    10.99271     2.23284
 26.60     732.36    1600.00     4.45609   0.250     6.13907    10.99704     2.23231
 26.70     734.64    1600.00     4.45759   0.250     6.14093    11.00137     2.23179
 26.80     736.91    1600.00     4.45909   0.250     6.14278    11.00570     2.23127
 26.90     739.18    1600.00     4.46058   0.250     6.14463    11.01002     2.23075
 27.00     741.46    1600.00     4.46207   0.250     6.14647    11.01433     2.23022
 27.10     743.73    1600.00     4.46357   0.250     6.14832    11.01864     2.22971
 27.20     746.00    1600.00     4.46506   0.250     6.15016    11.02294     2.22919
 27.30     748.27    1600.00     4.46655   0.250     6.15199    11.02723     2.22867
 27.40     750.55    1600.00     4.46803   0.250     6.15383    11.03152     2.22815
 27.50     752.82    1600.00     4.46952   0.250     6.15566    11.03581     2.22764
 27.60     755.09    1600.00     4.47100   0.250     6.15749    11.04009     2.22712
 27.70     757.36    1600.00     4.47249   0.250     6.15932    11.04436     2.22661
 27.80     759.64    1600.00     4.47397   0.250     6.16114    11.04863     2.22609
 27.90     761.91    1600.00     4.47545   0.250     6.16296    11.05289     2.22558
 28.00     764.18    1600.00     4.47693   0.250     6.16478    11.05715     2.22507
 28.10     766.46    1600.00     4.47840   0.250     6.16659    11.06140     2.22456
 28.20     768.73    1600.00     4.47988   0.250     6.16840    11.06565     2.22405
 28.30     771.00    1600.00     4.48135   0.250     6.17021    11.06989     2.22354
 28.40     773.22    1600.00     4.48283   0.250     6.17202    11.07412     2.22303
 28.50     775.44    1600.00     4.48430   0.250     6.17382    11.07835     2.22253
 28.60     777.67    1600.00     4.48577   0.250     6.17562    11.08258     2.22202
 28.70     779.89    1600.00     4.48724   0.250     6.17742    11.08680     2.22151
 28.80     782.11    1600.00     4.48870   0.250     6.17922    11.09101     2.22101
 28.90     784.33    1600.00     4.49017   0.250     6.18101    11.09522     2.22051
 29.00     786.56    1600.00     4.49163   0.250     6.18280    11.09942     2.22000
 29.10     788.78    1600.00     4.49310   0.250     6.18459    11.10362     2.21950
 29.20     791.00    1600.00     4.49456   0.250     6.18637    11.10781     2.21900
 29.30     793.22    1600.00     4.49602   0.250     6.18815    11.11200     2.21850
 29.40     795.44    1600.00     4.49748   0.250     6.18993    11.11618     2.21800
 29.50     797.67    1600.00     4.49893   0.250     6.19171    11.12036     2.21750
 29.60     799.89    1600.00     4.50039   0.250     6.19348    11.12453     2.21700
 29.70     802.11    1600.00     4.50184   0.250     6.19525    11.12869     2.21651
 29.80     804.33    1600.00     4.50329   0.250     6.19702    11.13285     2.21601
 29.90     806.56    1600.00     4.50475   0.250     6.19879    11.13701     2.21551
 30.00     808.78    1600.00     4.50620   0.250     6.20055    11.14116     2.21502
 30.10     811.00    1600.00     4.50764   0.250     6.20231    11.14530     2.21453
 30.20     813.22    1600.00     4.50909   0.250     6.20407    11.14944     2.21403
 30.30     815.44    1600.00     4.51054   0.250     6.20583    11.15358     2.21354
 30.40     817.67    1600.00     4.51198   0.250     6.20758    11.15771     2.21305
 30.50     819.89    1600.00     4.51343   0.250     6.20933    11.16183     2.21256
 30.60     822.11    1600.00     4.51487   0.250     6.21108    11.16595     2.21207
 30.70     824.33    1600.00     4.51631   0.250     6.21282    11.17007     2.21158
 30.80     826.56    1600.00     4.51775   0.250     6.21457    11.17418     2.21109
 30.90     828.78    1600.00     4.51918   0.250     6.21631    11.17828     2.21060
 31.00     831.00    1600.00     4.52062   0.250     6.21804    11.18238     2.21012
 31.10     833.22    1600.00     4.52206   0.250     6.21978    11.18648     2.20963
 31.20     835.44    1600.00     4.52349   0.250     6.22151    11.19057     2.20915
 31.30     837.67    1600.00     4.52492   0.250     6.22324    11.19465     2.20866
 31.40     839.89    1600.00     4.52635   0.250     6.22497    11.19873     2.20818
 31.50     842.11    1600.00     4.52778   0.250     6.22669    11.20280     2.20770
 31.60     844.33    1600.00     4.52921   0.250     6.22842    11.20687     2.20721
 31.70     846.56    1600.00     4.53064   0.250     6.23014    11.21094     2.20673
 31.80     848.78    1600.00     4.53206   0.250     6.23185    11.21500     2.20625
 31.90     851.00    1600.00     4.53349   0.250     6.23357    11.21905     2.20577
 32.00     853.22    1600.00     4.53491   0.250     6.23528    11.22310     2.20529
 32.10     855.44    1600.00     4.53633   0.250     6.23699    11.22715     2.20482
 32.20     857.67    1600.00     4.53775   0.250     6.23870    11.23119     2.20434
 32.30     859.89    1600.00     4.53917   0.250     6.24041    11.23522     2.20386
 32.40     862.11    1600.00     4.54059   0.250     6.24211    11.23926     2.20339
 32.50     864.33    1600.00     4.54200   0.250     6.24381    11.24328     2.20291
 32.60     866.56    1600.00     4.54342   0.250     6.24551    11.24730     2.20244
 32.70     868.78    1600.00     4.54483   0.250     6.24721    11.25132     2.20196
 32.80     871.00    1600.00     4.54625   0.250     6.24890    11.25533     2.20149
 32.90     873.22    1600.00     4.54766   0.250     6.25059    11.25934     2.20102
 33.00     875.44    1600.00     4.54907   0.250     6.25228    11.26334     2.20055
 33.10     877.67    1600.00     4.55047   0.250     6.25397    11.26734     2.20008
 33.20     879.89    1600.00     4.55188   0.250     6.25565    11.27133     2.19961
 33.30     882.11    1600.00     4.55329   0.250     6.25733    11.27532     2.19914
 33.40     884.33    1600.00     4.55469   0.250     6.25901    11.27930     2.19867
 33.50     886.56    1600.00     4.55610   0.250     6.26069    11.28328     2.19820
 33.60     888.78    1600.00     4.55750   0.250     6.26236    11.28726     2.19773
 33.70     891.00    1600.00     4.55890   0.250     6.26404    11.29123     2.19727
 33.80     893.22    1600.00     4.56030   0.250     6.26571    11.29519     2.19680
 33.90     895.45    1600.00     4.56170   0.250     6.26738    11.29915     2.19634
 34.00     897.67    1600.00     4.56309   0.250     6.26904    11.30311     2.19587
 34.10     899.89    1600.00     4.56449   0.250     6.27071    11.30706     2.19541
 34.20     902.11    1600.00     4.56589   0.250     6.27237    11.31101     2.19495
 34.30     904.33    1600.00     4.56728   0.250     6.27403    11.31495     2.19448
 34.40     906.56    1600.00     4.56867   0.250     6.27568    11.31889     2.19402
 34.50     908.78    1600.00     4.57006   0.250     6.27734    11.32282     2.19356
 34.60     911.00    1600.00     4.57145   0.250     6.27899    11.32675     2.19310
 34.70     913.22    1600.00     4.57284   0.250     6.28064    11.33067     2.19264
 34.80     915.44    1600.00     4.57423   0.250     6.28229    11.33459     2.19219
 34.90     917.67    1600.00     4.57561   0.250     6.28393    11.33851     2.19173
 35.00     919.89    1600.00     4.57700   0.250     6.28558    11.34242     2.19127
 35.10     922.11    1600.00     4.57838   0.250     6.28722    11.34633     2.19081
 35.20     924.33    1600.00     4.57976   0.250     6.28886    11.35023     2.19036
 35.30     926.56    1600.00     4.58115   0.250     6.29049    11.35413     2.18990
 35.40     928.78    1600.00     4.58253   0.250     6.29213    11.35802     2.18945
 35.50     931.00    1600.00     4.58390   0.250     6.29376    11.36191     2.18900
 35.60     933.22    1600.00     4.58528   0.250     6.29539    11.36579     2.18854
 35.70     935.44    1600.00     4.58666   0.250     6.29702    11.36967     2.18809
 35.80     937.67    1600.00     4.58803   0.250     6.29864    11.37355     2.18764
 35.90     939.89    1600.00     4.58941   0.250     6.30027    11.37742     2.18719
 36.00     942.11    1600.00     4.59078   0.250     6.30189    11.38129     2.18674
 36.10     944.33    1600.00     4.59215   0.250     6.30351    11.38515     2.18629
 36.20     946.56    1600.00     4.59352   0.250     6.30513    11.38901     2.18584
 36.30     948.78    1600.00     4.59489   0.250     6.30674    11.39286     2.18539
 36.40     951.00    1600.00     4.59626   0.250     6.30835    11.39671     2.18494
 36.50     953.22    1600.00     4.59763   0.250     6.30996    11.40056     2.18450
 36.60     955.44    1600.00     4.59899   0.250     6.31157    11.40440     2.18405
 36.70     957.67    1600.00     4.60036   0.250     6.31318    11.40824     2.18360
 36.80     959.89    1600.00     4.60172   0.250     6.31479    11.41207     2.18316
 36.90     962.11    1600.00     4.60308   0.250     6.31639    11.41590     2.18271
 37.00     964.33    1600.00     4.60444   0.250     6.31799    11.41972     2.18227
 37.10     966.56    1600.00     4.60580   0.250     6.31959    11.42354     2.18183
 37.20     968.78    1600.00     4.60716   0.250     6.32118    11.42736     2.18138
 37.30     971.00    1600.00     4.60852   0.250     6.32278    11.43117     2.18094
 37.40     973.17    1600.00     4.60988   0.250     6.32437    11.43498     2.18050
 37.50     975.35    1600.00     4.61123   0.250     6.32596    11.43878     2.18006
 37.60     977.52    1600.00     4.61259   0.250     6.32755    11.44258     2.17962
 37.70     979.70    1600.00     4.61394   0.250     6.32913    11.44638     2.17918
 37.80     981.87    1600.00     4.61529   0.250     6.33072    11.45017     2.17874
 37.90     984.04    1600.00     4.61664   0.250     6.33230    11.45396     2.17831
 38.00     986.22    1600.00     4.61799   0.250     6.33388    11.45774     2.17787
 38.10     988.39    1600.00     4.61934   0.250     6.33546    11.46152     2.17743
 38.20     990.57    1600.00     4.62069   0.250     6.33704    11.46530     2.17700
 38.30     992.74    1600.00     4.62203   0.250     6.33861    11.46907     2.17656
 38.40     994.91    1600.00     4.62338   0.250     6.34018    11.47283     2.17613
