Pressure    Depth  Temperature   Density   Basalt       Vs         Vp        Entropy
 37.80     981.87    1700.00     4.59542   0.180     6.31176    11.43460     2.25693
 37.90     984.04    1700.00     4.59677   0.180     6.31335    11.43841     2.25648
 38.00     986.22    1700.00     4.59812   0.180     6.31494    11.44222     2.25604
 38.10     988.39    1700.00     4.59948   0.180     6.31652    11.44602     2.25560
 38.20     990.57    1700.00     4.60083   0.180     6.31811    11.44981     2.25515
 38.30     992.74    1700.00     4.60218   0.180     6.31969    11.45361     2.25471
 38.40     994.91    1700.00     4.60353   0.180     6.32127    11.45740     2.25427
 38.50     997.09    1700.00     4.60488   0.180     6.32285    11.46118     2.25383
 38.60     999.26    1700.00     4.60622   0.180     6.32442    11.46496     2.25339
 38.70    1001.43    1700.00     4.60757   0.180     6.32600    11.46874     2.25295
 38.80    1003.61    1700.00     4.60891   0.180     6.32757    11.47251     2.25252
 38.90    1005.78    1700.00     4.61026   0.180     6.32914    11.47628     2.25208
 39.00    1007.96    1700.00     4.61160   0.180     6.33070    11.48005     2.25164
  0.00       0.00    1700.00     3.10951   0.200     4.05137     7.10947     2.57588
  0.10       5.74    1700.00     3.11598   0.200     4.06142     7.12924     2.57429
  0.20       9.64    1700.00     3.12298   0.200     4.07255     7.14957     2.57268
  0.30      13.55    1700.00     3.13071   0.200     4.08520     7.17085     2.57105
  0.40      17.22    1700.00     3.13948   0.200     4.10002     7.19368     2.56936
  0.50      20.74    1700.00     3.14979   0.200     4.11807     7.21905     2.56756
  0.60      24.26    1700.00     3.16252   0.200     4.14124     7.24879     2.56556
  0.70      27.30    1700.00     3.17926   0.200     4.17312     7.28684     2.56318
  0.80      30.33    1700.00     3.21495   0.200     4.24777     7.38386     2.55758
  0.90      33.35    1700.00     3.21870   0.200     4.25224     7.39930     2.55608
  1.00      36.37    1700.00     3.22242   0.200     4.25664     7.41445     2.55460
  1.10      39.40    1700.00     3.22610   0.200     4.26097     7.42933     2.55314
  1.20      42.39    1700.00     3.22974   0.200     4.26524     7.44396     2.55171
  1.30      45.37    1700.00     3.23336   0.200     4.26945     7.45836     2.55030
  1.40      48.36    1700.00     3.23695   0.200     4.27360     7.47253     2.54890
  1.50      51.34    1700.00     3.24051   0.200     4.27769     7.48650     2.54753
  1.60      54.33    1700.00     3.24405   0.200     4.28172     7.50027     2.54617
  1.70      57.31    1700.00     3.24756   0.200     4.28571     7.51385     2.54483
  1.80      60.30    1700.00     3.25104   0.200     4.28964     7.52726     2.54350
  1.90      63.33    1700.00     3.25450   0.200     4.29353     7.54051     2.54219
  2.00      66.36    1700.00     3.25795   0.200     4.29737     7.55360     2.54089
  2.10      69.39    1700.00     3.26137   0.200     4.30117     7.56654     2.53961
  2.20      72.42    1700.00     3.29038   0.200     4.34957     7.71420     2.53626
  2.30      75.45    1700.00     3.29890   0.200     4.36270     7.75510     2.53452
  2.40      78.48    1700.00     3.30603   0.200     4.37349     7.78831     2.53298
  2.50      81.50    1700.00     3.31224   0.200     4.38268     7.81633     2.53158
  2.60      84.49    1700.00     3.31718   0.200     4.38984     7.83808     2.53032
  2.70      87.48    1700.00     3.32079   0.200     4.39497     7.85373     2.52917
  2.80      90.47    1700.00     3.32421   0.200     4.39971     7.86805     2.52806
  2.90      93.46    1700.00     3.32750   0.200     4.40416     7.88134     2.52698
  3.00      96.45    1700.00     3.33068   0.200     4.40836     7.89383     2.52591
  3.10      99.44    1700.00     3.33373   0.200     4.41201     7.90461     2.52485
  3.20     102.44    1700.00     3.33671   0.200     4.41536     7.91448     2.52380
  3.30     105.43    1700.00     3.33969   0.200     4.41870     7.92431     2.52275
  3.40     108.42    1700.00     3.34265   0.200     4.42202     7.93411     2.52171
  3.50     111.41    1700.00     3.34561   0.200     4.42532     7.94386     2.52067
  3.60     114.40    1700.00     3.34856   0.200     4.42860     7.95357     2.51964
  3.70     117.41    1700.00     3.35150   0.200     4.43187     7.96324     2.51862
  3.80     120.43    1700.00     3.35443   0.200     4.43513     7.97288     2.51760
  3.90     123.45    1700.00     3.35736   0.200     4.43837     7.98248     2.51659
  4.00     126.47    1700.00     3.36027   0.200     4.44159     7.99204     2.51558
  4.10     129.48    1700.00     3.36318   0.200     4.44480     8.00156     2.51458
  4.20     132.50    1700.00     3.36608   0.200     4.44800     8.01105     2.51359
  4.30     135.52    1700.00     3.36898   0.200     4.45118     8.02051     2.51260
  4.40     138.53    1700.00     3.37186   0.200     4.45435     8.02993     2.51162
  4.50     141.55    1700.00     3.37474   0.200     4.45750     8.03932     2.51064
  4.60     144.57    1700.00     3.37761   0.200     4.46065     8.04867     2.50967
  4.70     147.59    1700.00     3.38048   0.200     4.46377     8.05800     2.50870
  4.80     150.60    1700.00     3.38334   0.200     4.46689     8.06729     2.50773
  4.90     153.62    1700.00     3.38619   0.200     4.46999     8.07655     2.50678
  5.00     156.64    1700.00     3.38904   0.200     4.47308     8.08578     2.50582
  5.10     159.66    1700.00     3.39188   0.200     4.47616     8.09498     2.50487
  5.20     162.67    1700.00     3.39471   0.200     4.47923     8.10415     2.50393
  5.30     165.69    1700.00     3.39754   0.200     4.48228     8.11329     2.50299
  5.40     168.71    1700.00     3.40036   0.200     4.48533     8.12240     2.50206
  5.50     171.72    1700.00     3.40318   0.200     4.48836     8.13149     2.50113
  5.60     174.74    1700.00     3.40600   0.200     4.49138     8.14055     2.50020
  5.70     177.76    1700.00     3.40880   0.200     4.49439     8.14958     2.49928
  5.80     180.78    1700.00     3.41161   0.200     4.49732     8.15846     2.49836
  5.90     183.79    1700.00     3.41443   0.200     4.50017     8.16718     2.49744
  6.00     186.79    1700.00     3.41724   0.200     4.50302     8.17588     2.49653
  6.10     189.79    1700.00     3.42005   0.200     4.50585     8.18458     2.49562
  6.20     192.78    1700.00     3.42285   0.200     4.50868     8.19326     2.49471
  6.30     195.77    1700.00     3.42565   0.200     4.51151     8.20193     2.49381
  6.40     198.76    1700.00     3.42844   0.200     4.51432     8.21059     2.49291
  6.50     201.75    1700.00     3.43123   0.200     4.51714     8.21924     2.49202
  6.60     204.74    1700.00     3.43402   0.200     4.51995     8.22789     2.49113
  6.70     207.74    1700.00     3.43680   0.200     4.52275     8.23652     2.49024
  6.80     210.73    1700.00     3.43958   0.200     4.52555     8.24515     2.48936
  6.90     213.72    1700.00     3.44235   0.200     4.52835     8.25376     2.48849
  7.00     216.71    1700.00     3.44513   0.200     4.53115     8.26238     2.48761
  7.10     219.70    1700.00     3.44789   0.200     4.53394     8.27098     2.48675
  7.20     222.63    1700.00     3.45066   0.200     4.53673     8.27958     2.48588
  7.30     225.55    1700.00     3.45342   0.200     4.53951     8.28817     2.48502
  7.40     228.47    1700.00     3.45617   0.200     4.54230     8.29675     2.48417
  7.50     231.40    1700.00     3.45893   0.200     4.54509     8.30533     2.48331
  7.60     234.32    1700.00     3.46168   0.200     4.54787     8.31390     2.48246
  7.70     237.24    1700.00     3.46443   0.200     4.55066     8.32247     2.48162
  7.80     240.16    1700.00     3.46718   0.200     4.55344     8.33103     2.48078
  7.90     243.08    1700.00     3.46992   0.200     4.55623     8.33959     2.47994
  8.00     246.01    1700.00     3.47267   0.200     4.55901     8.34815     2.47910
  8.10     248.93    1700.00     3.47541   0.200     4.56180     8.35670     2.47827
  8.20     251.85    1700.00     3.47815   0.200     4.56459     8.36525     2.47745
  8.30     254.77    1700.00     3.48089   0.200     4.56738     8.37380     2.47662
  8.40     257.69    1700.00     3.48363   0.200     4.57018     8.38235     2.47580
  8.50     260.62    1700.00     3.48637   0.200     4.57298     8.39090     2.47498
  8.60     263.54    1700.00     3.48910   0.200     4.57578     8.39944     2.47416
  8.70     266.45    1700.00     3.49184   0.200     4.57859     8.40799     2.47335
  8.80     269.36    1700.00     3.49458   0.200     4.58140     8.41654     2.47254
  8.90     272.26    1700.00     3.49733   0.200     4.58422     8.42510     2.47173
  9.00     275.16    1700.00     3.50007   0.200     4.58704     8.43365     2.47093
  9.10     278.06    1700.00     3.50281   0.200     4.58987     8.44222     2.47013
  9.20     280.97    1700.00     3.50556   0.200     4.59271     8.45078     2.46932
  9.30     283.87    1700.00     3.50831   0.200     4.59556     8.45936     2.46853
  9.40     286.77    1700.00     3.51107   0.200     4.59842     8.46794     2.46773
  9.50     289.68    1700.00     3.51383   0.200     4.60129     8.47653     2.46694
  9.60     292.58    1700.00     3.51659   0.200     4.60417     8.48513     2.46614
  9.70     295.48    1700.00     3.51936   0.200     4.60706     8.49374     2.46535
  9.80     298.39    1700.00     3.52214   0.200     4.60996     8.50237     2.46456
  9.90     301.29    1700.00     3.52492   0.200     4.61288     8.51101     2.46377
 10.00     304.19    1700.00     3.52771   0.200     4.61581     8.51967     2.46299
 10.10     307.10    1700.00     3.53051   0.200     4.61876     8.52835     2.46220
 10.20     310.00    1700.00     3.53332   0.200     4.62173     8.53705     2.46142
 10.30     312.81    1700.00     3.53614   0.200     4.62472     8.54577     2.46063
 10.40     315.62    1700.00     3.53897   0.200     4.62773     8.55452     2.45985
 10.50     318.44    1700.00     3.54181   0.200     4.63076     8.56329     2.45907
 10.60     321.25    1700.00     3.54469   0.200     4.63420     8.57244     2.45826
 10.70     324.06    1700.00     3.54748   0.200     4.63693     8.58081     2.45749
 10.80     326.88    1700.00     3.55028   0.200     4.63966     8.58916     2.45673
 10.90     329.69    1700.00     3.55308   0.200     4.64243     8.59753     2.45596
 11.00     332.50    1700.00     3.55586   0.200     4.64526     8.60591     2.45519
 11.10     335.31    1700.00     3.55864   0.200     4.64809     8.61428     2.45442
 11.20     338.13    1700.00     3.56142   0.200     4.65093     8.62264     2.45366
 11.30     340.94    1700.00     3.56419   0.200     4.65377     8.63099     2.45290
 11.40     343.75    1700.00     3.56695   0.200     4.65662     8.63932     2.45214
 11.50     346.56    1700.00     3.56972   0.200     4.65947     8.64764     2.45138
 11.60     349.38    1700.00     3.57247   0.200     4.66233     8.65594     2.45063
 11.70     352.19    1700.00     3.57522   0.200     4.66520     8.66423     2.44987
 11.80     355.00    1700.00     3.57796   0.200     4.66807     8.67250     2.44912
 11.90     357.81    1700.00     3.58070   0.200     4.67094     8.68076     2.44837
 12.00     360.62    1700.00     3.58343   0.200     4.67383     8.68901     2.44763
 12.10     363.44    1700.00     3.58615   0.200     4.67672     8.69723     2.44688
 12.20     366.25    1700.00     3.58886   0.200     4.67962     8.70545     2.44614
 12.30     369.06    1700.00     3.59157   0.200     4.68252     8.71364     2.44540
 12.40     371.88    1700.00     3.59427   0.200     4.68543     8.72182     2.44467
 12.50     374.69    1700.00     3.59696   0.200     4.68835     8.72999     2.44393
 12.60     377.50    1700.00     3.59965   0.200     4.69128     8.73814     2.44320
 12.70     380.31    1700.00     3.60232   0.200     4.69421     8.74628     2.44247
 12.80     383.12    1700.00     3.60500   0.200     4.69716     8.75440     2.44174
 12.90     385.94    1700.00     3.60766   0.200     4.70011     8.76251     2.44101
 13.00     388.75    1700.00     3.61032   0.200     4.70307     8.77061     2.44028
 13.10     391.56    1700.00     3.61297   0.200     4.70605     8.77870     2.43956
 13.20     394.38    1700.00     3.61562   0.200     4.70903     8.78678     2.43884
 13.30     397.19    1700.00     3.61826   0.200     4.71203     8.79484     2.43812
 13.40     400.00    1700.00     3.63683   0.200     4.75841     8.86787     2.43180
 13.50     402.78    1700.00     3.66049   0.200     4.81936     8.96277     2.42401
 13.60     405.56    1700.00     3.68634   0.200     4.88738     9.06829     2.41585
 13.70     408.33    1700.00     3.71526   0.200     4.96546     9.18891     2.40709
 13.80     411.11    1700.00     3.74569   0.200     5.04976     9.31878     2.39823
 13.90     413.89    1700.00     3.74814   0.200     5.05272     9.32659     2.39752
 14.00     416.67    1700.00     3.75059   0.200     5.05570     9.33440     2.39681
 14.10     419.44    1700.00     3.75304   0.200     5.05869     9.34221     2.39609
 14.20     422.22    1700.00     3.75549   0.200     5.06171     9.35002     2.39538
 14.30     425.00    1700.00     3.75793   0.200     5.06475     9.35784     2.39467
 14.40     427.78    1700.00     3.76038   0.200     5.06780     9.36566     2.39396
 14.50     430.56    1700.00     3.76282   0.200     5.07088     9.37348     2.39326
 14.60     433.33    1700.00     3.76527   0.200     5.07399     9.38131     2.39255
 14.70     436.11    1700.00     3.76772   0.200     5.07712     9.38915     2.39184
 14.80     438.89    1700.00     3.77017   0.200     5.08027     9.39701     2.39113
 14.90     441.67    1700.00     3.77262   0.200     5.08345     9.40487     2.39043
 15.00     444.44    1700.00     3.77508   0.200     5.08666     9.41275     2.38972
 15.10     447.22    1700.00     3.77754   0.200     5.08990     9.42064     2.38901
 15.20     450.00    1700.00     3.78001   0.200     5.09318     9.42855     2.38831
 15.30     452.63    1700.00     3.78248   0.200     5.09648     9.43648     2.38760
 15.40     455.26    1700.00     3.78496   0.200     5.09982     9.44443     2.38689
 15.50     457.89    1700.00     3.78745   0.200     5.10320     9.45241     2.38619
 15.60     460.53    1700.00     3.78994   0.200     5.10661     9.46041     2.38548
 15.70     463.16    1700.00     3.79244   0.200     5.11006     9.46843     2.38477
 15.80     465.79    1700.00     3.79496   0.200     5.11356     9.47649     2.38406
 15.90     468.42    1700.00     3.79748   0.200     5.11710     9.48457     2.38335
 16.00     471.05    1700.00     3.80002   0.200     5.12068     9.49269     2.38264
 16.10     473.68    1700.00     3.80257   0.200     5.12431     9.50084     2.38193
 16.20     476.32    1700.00     3.80514   0.200     5.12800     9.50903     2.38122
 16.30     478.95    1700.00     3.80772   0.200     5.13173     9.51726     2.38051
 16.40     481.58    1700.00     3.81031   0.200     5.13552     9.52553     2.37980
 16.50     484.21    1700.00     3.81293   0.200     5.13937     9.53385     2.37908
 16.60     486.84    1700.00     3.81556   0.200     5.14329     9.54221     2.37836
 16.70     489.47    1700.00     3.81822   0.200     5.14726     9.55062     2.37765
 16.80     492.11    1700.00     3.82090   0.200     5.15130     9.55908     2.37693
 16.90     494.74    1700.00     3.82360   0.200     5.15541     9.56759     2.37621
 17.00     497.37    1700.00     3.82632   0.200     5.15959     9.57616     2.37548
 17.10     500.00    1700.00     3.82907   0.200     5.16385     9.58478     2.37476
 17.20     502.50    1700.00     3.83185   0.200     5.16818     9.59346     2.37404
 17.30     505.00    1700.00     3.83466   0.200     5.17259     9.60220     2.37331
 17.40     507.50    1700.00     3.83750   0.200     5.17708     9.61099     2.37258
 17.50     510.00    1700.00     3.84038   0.200     5.18165     9.61983     2.37185
 17.60     512.50    1700.00     3.84328   0.200     5.18631     9.62874     2.37112
 17.70     515.00    1700.00     3.84622   0.200     5.19105     9.63769     2.37039
 17.80     517.50    1700.00     3.84920   0.200     5.19587     9.64669     2.36966
 17.90     520.00    1700.00     3.85221   0.200     5.20077     9.65573     2.36892
 18.00     522.50    1700.00     3.85525   0.200     5.20575     9.66481     2.36819
 18.10     525.00    1700.00     3.85833   0.200     5.21080     9.67392     2.36746
 18.20     527.50    1700.00     3.86136   0.200     5.21569     9.68279     2.36675
 18.30     530.00    1700.00     3.86316   0.200     5.21747     9.68821     2.36620
 18.40     532.50    1700.00     3.86496   0.200     5.21924     9.69363     2.36565
 18.50     535.00    1700.00     3.86676   0.200     5.22101     9.69904     2.36510
 18.60     537.50    1700.00     3.87065   0.200     5.22883     9.71319     2.36425
 18.70     540.00    1700.00     3.87679   0.200     5.24299     9.73636     2.36299
 18.80     542.50    1700.00     3.88356   0.200     5.25864     9.76150     2.36151
 18.90     545.00    1700.00     3.89107   0.200     5.27607     9.78899     2.35976
 19.00     547.50    1700.00     3.89948   0.200     5.29567     9.81930     2.35768
 19.10     550.00    1700.00     3.90900   0.200     5.31789     9.85305     2.35519
 19.20     552.63    1700.00     3.91988   0.200     5.34337     9.89104     2.35220
 19.30     555.26    1700.00     3.93061   0.200     5.36733     9.92653     2.34957
 19.40     557.90    1700.00     3.93350   0.200     5.37097     9.93421     2.34923
 19.50     560.53    1700.00     3.93633   0.200     5.37452     9.94175     2.34889
 19.60     563.16    1700.00     3.93910   0.200     5.37798     9.94918     2.34853
 19.70     565.79    1700.00     3.94183   0.200     5.38136     9.95649     2.34817
 19.80     568.42    1700.00     3.94451   0.200     5.38466     9.96369     2.34781
 19.90     571.05    1700.00     3.94714   0.200     5.38789     9.97078     2.34744
 20.00     573.68    1700.00     3.94973   0.200     5.39105     9.97778     2.34707
 20.10     576.32    1700.00     3.95228   0.200     5.39414     9.98469     2.34669
 20.20     578.95    1700.00     3.95479   0.200     5.39717     9.99151     2.34630
 20.30     581.58    1700.00     3.95727   0.200     5.40014     9.99824     2.34592
 20.40     584.21    1700.00     3.95971   0.200     5.40305    10.00489     2.34553
 20.50     586.84    1700.00     3.96212   0.200     5.40591    10.01146     2.34513
 20.60     589.47    1700.00     3.96449   0.200     5.40871    10.01797     2.34474
 20.70     592.11    1700.00     3.96684   0.200     5.41147    10.02440     2.34434
 20.80     594.74    1700.00     3.96916   0.200     5.41418    10.03076     2.34393
 20.90     597.37    1700.00     3.97145   0.200     5.41684    10.03706     2.34353
 21.00     600.00    1700.00     3.97371   0.200     5.41946    10.04330     2.34312
 21.10     602.50    1700.00     3.97595   0.200     5.42205    10.04949     2.34271
 21.20     605.00    1700.00     3.97817   0.200     5.42459    10.05561     2.34230
 21.30     607.50    1700.00     3.98036   0.200     5.42709    10.06168     2.34189
 21.40     610.00    1700.00     3.98253   0.200     5.42956    10.06770     2.34148
 21.50     612.50    1700.00     3.98468   0.200     5.43199    10.07367     2.34106
 21.60     615.00    1700.00     3.98681   0.200     5.43439    10.07959     2.34064
 21.70     617.50    1700.00     3.98893   0.200     5.43677    10.08549     2.34022
 21.80     620.00    1700.00     3.99320   0.200     5.44540    10.10013     2.33879
 21.90     622.50    1700.00     3.99688   0.200     5.45238    10.11248     2.33761
 22.00     625.00    1700.00     4.00044   0.200     5.45907    10.12443     2.33647
 22.10     627.50    1700.00     4.00390   0.200     5.46550    10.13603     2.33536
 22.20     630.00    1700.00     4.00727   0.200     5.47169    10.14731     2.33428
 22.30     632.50    1700.00     4.01055   0.200     5.47766    10.15828     2.33324
 22.40     635.00    1700.00     4.01375   0.200     5.48342    10.16897     2.33222
 22.50     637.50    1700.00     4.01688   0.200     5.48900    10.17941     2.33122
 22.60     640.00    1700.00     4.01993   0.200     5.49440    10.18961     2.33024
 22.70     642.50    1700.00     4.02293   0.200     5.49963    10.19959     2.32929
 22.80     645.00    1700.00     4.02586   0.200     5.50472    10.20937     2.32836
 22.90     647.50    1700.00     4.02874   0.200     5.50968    10.21897     2.32744
 23.00     650.00    1700.00     4.03156   0.200     5.51450    10.22839     2.32654
 23.10     652.50    1700.00     4.03434   0.200     5.51921    10.23765     2.32565
 23.20     655.00    1700.00     4.03708   0.200     5.52380    10.24676     2.32478
 23.30     657.50    1700.00     4.03978   0.200     5.52830    10.25573     2.32391
 23.40     660.00    1700.00     4.04244   0.200     5.53272    10.26461     2.32306
 23.50     662.50    1700.00     4.06192   0.200     5.57325    10.29495     2.32656
 23.60     665.00    1700.00     4.06580   0.200     5.58057    10.30617     2.32578
 23.70     667.50    1700.00     4.28441   0.200     5.80660    10.54615     2.34300
 23.80     670.00    1700.00     4.28872   0.200     5.81518    10.55850     2.34209
 23.90     672.22    1700.00     4.29293   0.200     5.82350    10.57054     2.34119
 24.00     674.43    1700.00     4.29703   0.200     5.83157    10.58229     2.34030
 24.10     676.65    1700.00     4.30105   0.200     5.83944    10.59380     2.33942
 24.20     678.87    1700.00     4.30498   0.200     5.84711    10.60508     2.33855
 24.30     681.09    1700.00     4.30884   0.200     5.85462    10.61616     2.33769
 24.40     683.30    1700.00     4.31264   0.200     5.86198    10.62707     2.33684
 24.50     685.52    1700.00     4.31638   0.200     5.86920    10.63782     2.33599
 24.60     687.74    1700.00     4.32007   0.200     5.87631    10.64842     2.33514
 24.70     689.96    1700.00     4.32371   0.200     5.88331    10.65891     2.33430
 24.80     692.17    1700.00     4.32732   0.200     5.89022    10.66928     2.33346
 24.90     694.39    1700.00     4.33089   0.200     5.89706    10.67956     2.33262
 25.00     696.61    1700.00     4.33444   0.200     5.90384    10.68976     2.33179
 25.10     698.83    1700.00     4.34603   0.200     5.92634    10.71700     2.32976
 25.20     701.04    1700.00     4.35596   0.200     5.94588    10.74114     2.32796
 25.30     703.26    1700.00     4.36548   0.200     5.96485    10.76475     2.32620
 25.40     705.48    1700.00     4.37472   0.200     5.98354    10.78816     2.32447
 25.50     707.70    1700.00     4.38381   0.200     6.00219    10.81162     2.32275
 25.60     709.91    1700.00     4.39284   0.200     6.02101    10.83536     2.32103
 25.70     712.13    1700.00     4.40191   0.200     6.04020    10.85959     2.31928
 25.80     714.35    1700.00     4.41110   0.200     6.05996    10.88454     2.31750
 25.90     716.57    1700.00     4.42049   0.200     6.08048    10.91042     2.31568
 26.00     718.78    1700.00     4.42799   0.200     6.09672    10.93140     2.31416
 26.10     721.00    1700.00     4.42951   0.200     6.09862    10.93582     2.31363
 26.20     723.27    1700.00     4.43103   0.200     6.10052    10.94024     2.31309
 26.30     725.54    1700.00     4.43255   0.200     6.10242    10.94465     2.31255
 26.40     727.82    1700.00     4.43406   0.200     6.10432    10.94905     2.31202
 26.50     730.09    1700.00     4.43558   0.200     6.10621    10.95344     2.31148
 26.60     732.36    1700.00     4.43709   0.200     6.10810    10.95783     2.31095
 26.70     734.64    1700.00     4.43860   0.200     6.10999    10.96222     2.31042
 26.80     736.91    1700.00     4.44011   0.200     6.11187    10.96660     2.30989
 26.90     739.18    1700.00     4.44162   0.200     6.11375    10.97097     2.30936
 27.00     741.46    1700.00     4.44313   0.200     6.11563    10.97534     2.30883
 27.10     743.73    1700.00     4.44463   0.200     6.11751    10.97970     2.30830
 27.20     746.00    1700.00     4.44614   0.200     6.11938    10.98405     2.30777
 27.30     748.27    1700.00     4.44764   0.200     6.12125    10.98840     2.30725
 27.40     750.55    1700.00     4.44914   0.200     6.12311    10.99274     2.30672
 27.50     752.82    1700.00     4.45064   0.200     6.12497    10.99708     2.30620
 27.60     755.09    1700.00     4.45213   0.200     6.12683    11.00141     2.30567
 27.70     757.36    1700.00     4.45363   0.200     6.12869    11.00574     2.30515
 27.80     759.64    1700.00     4.45512   0.200     6.13054    11.01006     2.30463
 27.90     761.91    1700.00     4.45662   0.200     6.13239    11.01437     2.30411
 28.00     764.18    1700.00     4.45811   0.200     6.13424    11.01868     2.30359
 28.10     766.46    1700.00     4.45960   0.200     6.13609    11.02298     2.30307
 28.20     768.73    1700.00     4.46109   0.200     6.13793    11.02728     2.30255
 28.30     771.00    1700.00     4.46257   0.200     6.13977    11.03157     2.30203
 28.40     773.22    1700.00     4.46406   0.200     6.14160    11.03586     2.30152
 28.50     775.44    1700.00     4.46554   0.200     6.14344    11.04014     2.30100
 28.60     777.67    1700.00     4.46702   0.200     6.14527    11.04441     2.30049
 28.70     779.89    1700.00     4.46850   0.200     6.14709    11.04868     2.29997
 28.80     782.11    1700.00     4.46998   0.200     6.14892    11.05294     2.29946
 28.90     784.33    1700.00     4.47146   0.200     6.15074    11.05720     2.29895
 29.00     786.56    1700.00     4.47294   0.200     6.15256    11.06145     2.29844
 29.10     788.78    1700.00     4.47441   0.200     6.15437    11.06570     2.29793
 29.20     791.00    1700.00     4.47589   0.200     6.15619    11.06994     2.29742
 29.30     793.22    1700.00     4.47736   0.200     6.15800    11.07418     2.29691
 29.40     795.44    1700.00     4.47883   0.200     6.15980    11.07841     2.29640
 29.50     797.67    1700.00     4.48030   0.200     6.16161    11.08263     2.29589
 29.60     799.89    1700.00     4.48176   0.200     6.16341    11.08685     2.29539
 29.70     802.11    1700.00     4.48323   0.200     6.16521    11.09106     2.29488
 29.80     804.33    1700.00     4.48470   0.200     6.16700    11.09527     2.29438
 29.90     806.56    1700.00     4.48616   0.200     6.16880    11.09948     2.29387
 30.00     808.78    1700.00     4.48762   0.200     6.17059    11.10367     2.29337
 30.10     811.00    1700.00     4.48908   0.200     6.17238    11.10786     2.29287
 30.20     813.22    1700.00     4.49054   0.200     6.17416    11.11205     2.29237
 30.30     815.44    1700.00     4.49200   0.200     6.17594    11.11623     2.29187
 30.40     817.67    1700.00     4.49345   0.200     6.17772    11.12041     2.29137
 30.50     819.89    1700.00     4.49491   0.200     6.17950    11.12458     2.29087
 30.60     822.11    1700.00     4.49636   0.200     6.18127    11.12875     2.29037
 30.70     824.33    1700.00     4.49781   0.200     6.18305    11.13291     2.28988
 30.80     826.56    1700.00     4.49926   0.200     6.18481    11.13706     2.28938
 30.90     828.78    1700.00     4.50071   0.200     6.18658    11.14121     2.28889
 31.00     831.00    1700.00     4.50216   0.200     6.18834    11.14536     2.28839
 31.10     833.22    1700.00     4.50361   0.200     6.19011    11.14950     2.28790
 31.20     835.44    1700.00     4.50505   0.200     6.19186    11.15363     2.28741
 31.30     837.67    1700.00     4.50650   0.200     6.19362    11.15776     2.28691
 31.40     839.89    1700.00     4.50794   0.200     6.19537    11.16188     2.28642
 31.50     842.11    1700.00     4.50938   0.200     6.19712    11.16600     2.28593
 31.60     844.33    1700.00     4.51082   0.200     6.19887    11.17012     2.28544
 31.70     846.56    1700.00     4.51226   0.200     6.20062    11.17423     2.28495
 31.80     848.78    1700.00     4.51369   0.200     6.20236    11.17833     2.28447
 31.90     851.00    1700.00     4.51513   0.200     6.20410    11.18243     2.28398
 32.00     853.22    1700.00     4.51656   0.200     6.20584    11.18652     2.28349
 32.10     855.44    1700.00     4.51799   0.200     6.20757    11.19061     2.28301
 32.20     857.67    1700.00     4.51943   0.200     6.20930    11.19470     2.28252
 32.30     859.89    1700.00     4.52086   0.200     6.21103    11.19877     2.28204
 32.40     862.11    1700.00     4.52228   0.200     6.21276    11.20285     2.28156
 32.50     864.33    1700.00     4.52371   0.200     6.21449    11.20692     2.28107
 32.60     866.56    1700.00     4.52514   0.200     6.21621    11.21098     2.28059
 32.70     868.78    1700.00     4.52656   0.200     6.21793    11.21504     2.28011
 32.80     871.00    1700.00     4.52799   0.200     6.21965    11.21909     2.27963
 32.90     873.22    1700.00     4.52941   0.200     6.22136    11.22314     2.27915
 33.00     875.44    1700.00     4.53083   0.200     6.22307    11.22719     2.27867
 33.10     877.67    1700.00     4.53225   0.200     6.22478    11.23123     2.27819
 33.20     879.89    1700.00     4.53367   0.200     6.22649    11.23526     2.27772
 33.30     882.11    1700.00     4.53508   0.200     6.22820    11.23929     2.27724
 33.40     884.33    1700.00     4.53650   0.200     6.22990    11.24332     2.27677
 33.50     886.56    1700.00     4.53791   0.200     6.23160    11.24734     2.27629
 33.60     888.78    1700.00     4.53932   0.200     6.23330    11.25135     2.27582
 33.70     891.00    1700.00     4.54074   0.200     6.23499    11.25536     2.27534
 33.80     893.22    1700.00     4.54215   0.200     6.23668    11.25937     2.27487
 33.90     895.45    1700.00     4.54355   0.200     6.23837    11.26337     2.27440
 34.00     897.67    1700.00     4.54496   0.200     6.24006    11.26736     2.27393
 34.10     899.89    1700.00     4.54637   0.200     6.24175    11.27136     2.27346
 34.20     902.11    1700.00     4.54777   0.200     6.24343    11.27534     2.27299
 34.30     904.33    1700.00     4.54918   0.200     6.24511    11.27933     2.27252
 34.40     906.56    1700.00     4.55058   0.200     6.24679    11.28330     2.27205
 34.50     908.78    1700.00     4.55198   0.200     6.24847    11.28728     2.27158
 34.60     911.00    1700.00     4.55338   0.200     6.25014    11.29124     2.27112
 34.70     913.22    1700.00     4.55478   0.200     6.25181    11.29521     2.27065
 34.80     915.44    1700.00     4.55618   0.200     6.25348    11.29917     2.27018
 34.90     917.67    1700.00     4.55757   0.200     6.25515    11.30312     2.26972
 35.00     919.89    1700.00     4.55897   0.200     6.25681    11.30707     2.26926
 35.10     922.11    1700.00     4.56036   0.200     6.25847    11.31101     2.26879
 35.20     924.33    1700.00     4.56176   0.200     6.26013    11.31496     2.26833
 35.30     926.56    1700.00     4.56315   0.200     6.26179    11.31889     2.26787
