      0.86356      0.91162      0.89129      0.73921
      0.86365      0.91150      0.89049      0.73933
      0.86372      0.91140      0.88975      0.73943
      0.86381      0.91128      0.88899      0.73953
      0.86389      0.91117      0.88825      0.73963
      0.86396      0.91106      0.88752      0.73973
      0.86404      0.91095      0.88680      0.73983
      0.86411      0.91084      0.88609      0.73992
      0.86418      0.91073      0.88538      0.74002
      0.86452      0.91008      0.88175      0.74043
      0.86471      0.90972      0.87971      0.74067
      0.86487      0.90941      0.87799      0.74088
      0.86499      0.90914      0.87657      0.74103
