      0.98887      0.99453      0.99745      0.97774
      0.98887      0.99453      0.99745      0.97774
      0.98887      0.99453      0.99745      0.97774
      0.98887      0.99453      0.99745      0.97774
      0.98887      0.99453      0.99745      0.97774
      0.98887      0.99453      0.99745      0.97774
      0.98880      0.99440      0.99741      0.97759
      0.98881      0.99438      0.99730      0.97758
      0.98881      0.99438      0.99730      0.97758
      0.98889      0.99448      0.99713      0.97774
      0.98889      0.99448      0.99713      0.97774
      0.98889      0.99448      0.99713      0.97774
      0.98889      0.99448      0.99713      0.97774
      0.98874      0.99425      0.99727      0.97744
      0.98874      0.99425      0.99727      0.97744
      0.98874      0.99425      0.99727      0.97744
      0.98882      0.99435      0.99709      0.97760
      0.98882      0.99435      0.99709      0.97760
      0.98882      0.99435      0.99709      0.97760
      0.98882      0.99435      0.99709      0.97760
      0.98889      0.99444      0.99690      0.97775
      0.98889      0.99444      0.99690      0.97775
      0.98897      0.99449      0.99659      0.97787
      0.98897      0.99449      0.99659      0.97787
      0.98897      0.99449      0.99659      0.97787
      0.98897      0.99449      0.99659      0.97787
      0.98890      0.99437      0.99655      0.97774
      0.98890      0.99437      0.99655      0.97774
      0.98890      0.99437      0.99655      0.97774
      0.98890      0.99437      0.99655      0.97774
      0.98890      0.99437      0.99655      0.97774
      0.98890      0.99437      0.99655      0.97774
      0.98897      0.99445      0.99636      0.97788
      0.98897      0.99445      0.99636      0.97788
      0.98897      0.99445      0.99636      0.97788
      0.98897      0.99445      0.99636      0.97788
      0.98897      0.99445      0.99636      0.97788
      0.98897      0.99445      0.99636      0.97788
      0.98897      0.99445      0.99636      0.97788
      0.98897      0.99445      0.99636      0.97788
      0.98897      0.99445      0.99636      0.97788
      0.98904      0.99451      0.99616      0.97801
      0.98904      0.99451      0.99616      0.97801
      0.98904      0.99451      0.99616      0.97801
      0.98904      0.99451      0.99616      0.97801
      0.98904      0.99451      0.99616      0.97801
      0.98904      0.99451      0.99616      0.97801
      0.98904      0.99451      0.99616      0.97801
      0.98904      0.99448      0.99602      0.97799
