      0.97956      0.98811      0.98849      0.95887
      0.97956      0.98811      0.98849      0.95887
      0.97956      0.98811      0.98849      0.95887
      0.97956      0.98811      0.98849      0.95887
      0.97956      0.98811      0.98849      0.95887
      0.97956      0.98811      0.98849      0.95887
      0.97942      0.98789      0.98837      0.95861
      0.97949      0.98783      0.98793      0.95861
      0.97949      0.98783      0.98793      0.95861
      0.97966      0.98787      0.98718      0.95895
      0.97966      0.98787      0.98718      0.95895
      0.97966      0.98787      0.98718      0.95895
      0.97966      0.98787      0.98718      0.95895
      0.97936      0.98761      0.98782      0.95834
      0.97936      0.98761      0.98782      0.95834
      0.97936      0.98761      0.98782      0.95834
      0.97954      0.98765      0.98707      0.95870
      0.97954      0.98765      0.98707      0.95870
      0.97954      0.98765      0.98707      0.95870
      0.97954      0.98765      0.98707      0.95870
      0.97970      0.98767      0.98631      0.95902
      0.97970      0.98767      0.98631      0.95902
      0.97992      0.98757      0.98506      0.95932
      0.97992      0.98757      0.98506      0.95932
      0.97992      0.98757      0.98506      0.95932
      0.97992      0.98757      0.98506      0.95932
      0.97980      0.98738      0.98495      0.95909
      0.97980      0.98738      0.98495      0.95909
      0.97980      0.98738      0.98495      0.95909
      0.97980      0.98738      0.98495      0.95909
      0.97980      0.98738      0.98495      0.95909
      0.97980      0.98738      0.98495      0.95909
      0.97995      0.98735      0.98416      0.95938
      0.97995      0.98735      0.98416      0.95938
      0.97995      0.98735      0.98416      0.95938
      0.97995      0.98735      0.98416      0.95938
      0.97995      0.98735      0.98416      0.95938
      0.97995      0.98735      0.98416      0.95938
      0.97995      0.98735      0.98416      0.95938
      0.97995      0.98735      0.98416      0.95938
      0.97995      0.98735      0.98416      0.95938
      0.98009      0.98729      0.98335      0.95965
      0.98009      0.98729      0.98335      0.95965
      0.98009      0.98729      0.98335      0.95965
      0.98009      0.98729      0.98335      0.95965
      0.98009      0.98729      0.98335      0.95965
      0.98009      0.98729      0.98335      0.95965
      0.98009      0.98729      0.98335      0.95965
      0.98014      0.98719      0.98284      0.95965
