      0.98281      0.98721      0.97979      0.96423
      0.98283      0.98719      0.97964      0.96425
      0.98284      0.98716      0.97950      0.96427
      0.98286      0.98714      0.97936      0.96429
      0.98287      0.98712      0.97922      0.96431
      0.98289      0.98709      0.97909      0.96433
      0.98290      0.98707      0.97895      0.96435
      0.98291      0.98705      0.97882      0.96436
      0.98293      0.98702      0.97869      0.96438
      0.98298      0.98689      0.97801      0.96446
      0.98302      0.98682      0.97763      0.96450
      0.98305      0.98675      0.97730      0.96454
      0.98307      0.98670      0.97704      0.96457
